m_a_eV,SM_Np_D_0.15mm_GeVinv,SM_Eu_D_0.15mm_GeVinv,SM_Np_D_1mm_GeVinv,SM_Eu_D_1mm_GeVinv
2.620706696483852353e-03,4.740444347087032148e-09,3.068435184576756082e-08,3.004261323067285192e-07,1.944623852198033870e-06
2.651083601908538895e-03,4.814543385923080506e-09,3.116398641430240539e-08,3.263418740334827536e-07,2.112373472120566038e-06
2.681812609453015830e-03,4.890588576571500604e-09,3.165621820001432258e-08,3.548096541702697699e-07,2.296642143584222177e-06
2.712897800372467225e-03,4.968642874064162187e-09,3.216145470359457981e-08,3.861091315051691051e-07,2.499240065807028113e-06
2.744343303228365376e-03,5.048771636634497799e-09,3.268011898138216985e-08,4.205535275059130063e-07,2.722194685377920320e-06
2.776153294436800850e-03,5.131042730638693093e-09,3.321265032450660907e-08,4.584939885047647065e-07,2.967778932178489754e-06
2.808331998823172457e-03,5.215526640611767896e-09,3.375950497126835482e-08,5.003245567548393725e-07,3.238543396459652459e-06
2.840883690183303948e-03,5.302296584736328496e-09,3.432115685455470919e-08,5.464878410294064646e-07,3.537353033979693545e-06
2.873812691851066348e-03,5.391428636018187041e-09,3.489809838619576260e-08,5.974814917655461371e-07,3.867429078865527322e-06
2.907123377272578368e-03,5.483001849480593398e-09,3.549084128027798330e-08,6.538656024763322061e-07,4.232396952103742347e-06
2.940820170587063812e-03,5.577098395707313135e-09,3.609991741755325812e-08,7.162711786921561285e-07,4.636341080025184748e-06
2.974907547214440586e-03,5.673803701084744319e-09,3.672587975321001796e-08,7.854098385402219813e-07,5.083867685041975698e-06
3.009390034449721096e-03,5.773206595114210060e-09,3.736930327040877268e-08,8.620849358224620657e-07,5.580176784053430008e-06
3.044272212064302961e-03,5.875399465188164763e-09,3.803078598213071120e-08,9.472043278077778780e-07,6.131144832898933667e-06
3.079558712914226386e-03,5.980478419247898026e-09,3.871094998404233499e-08,1.041795046748227137e-06,6.743419693397273554e-06
3.115254223555487950e-03,6.088543456765903153e-09,3.941044256124476089e-08,1.147020177352846626e-06,7.424529879296416946e-06
3.151363484866479339e-03,6.199698648523270836e-09,4.012993735195202885e-08,1.264198293289086157e-06,8.183010366515118807e-06
3.187891292677645996e-03,6.314052325681457904e-09,4.087013557133103657e-08,1.394825865640182723e-06,9.028547640514026238e-06
3.224842498408442022e-03,6.431717278678758136e-09,4.163176729893553644e-08,1.540603126810797330e-06,9.972147110386544116e-06
3.262222009711669788e-03,6.552810966514837255e-09,4.241559283338086370e-08,1.703463956655626992e-06,1.102632655833707908e-05
3.300034791125285374e-03,6.677455737021921352e-09,4.322240411813404858e-08,1.885610456016173480e-06,1.220533993021398134e-05
3.338285864731760887e-03,6.805779058758850640e-09,4.405302624253746113e-08,2.089552989277313832e-06,1.352543652637956803e-05
3.376980310825091272e-03,6.937913765204478430e-09,4.490831902244454003e-08,2.318156615463476897e-06,1.500516154486331819e-05
3.416123268585528460e-03,7.073998311969734890e-09,4.578917866512399708e-08,2.574694990948256274e-06,1.666570498741079228e-05
3.455719936762139538e-03,7.214177047793623403e-09,4.669653952338578059e-08,2.862913021061166636e-06,1.853130719613896866e-05
3.495775574363275268e-03,7.358600500137469930e-09,4.763137594419983077e-08,3.187099768775619550e-06,2.062973078310038652e-05
3.536295501355042614e-03,7.507425676244131198e-09,4.859470421741777777e-08,3.552173403532621762e-06,2.299281049426304911e-05
3.577285099367873231e-03,7.660816380585033026e-09,4.958758463057114324e-08,3.963780300886235503e-06,2.565709467013445536e-05
3.618749812411280273e-03,7.818943549677879102e-09,5.061112363610795779e-08,4.428410794681490319e-06,2.866459449631574032e-05
3.660695147596902850e-03,7.981985605322093609e-09,5.166647613784516948e-08,4.953534550767619646e-06,3.206366026200059907e-05
3.703126675869926592e-03,8.150128827367862713e-09,5.275484790385984417e-08,5.547759090421198246e-06,3.591000746388768263e-05
3.746050032748993088e-03,8.323567747208269712e-09,5.387749811351859448e-08,6.221015661660177671e-06,4.026791992985015689e-05
3.789470919074667144e-03,8.502505563262801010e-09,5.503574204685459471e-08,6.984777460519420507e-06,4.521166234019072776e-05
3.833395101766601080e-03,8.687154579805268722e-09,5.623095392505028400e-08,7.852316170195802018e-06,5.082714077606583273e-05
3.877828414589457214e-03,8.877736670579470879e-09,5.746456991136834577e-08,8.839003947969670204e-06,5.721385744614681574e-05
3.922776758927719494e-03,9.074483768743401724e-09,5.873809128250426706e-08,9.962669389753210655e-06,6.448721480426096127e-05
3.968246104569481472e-03,9.277638384786787961e-09,6.005308778100712581e-08,1.124401769108477037e-05,7.278123520325463871e-05
4.014242490499322046e-03,9.487454154178718788e-09,6.141120116013972576e-08,1.270712726394011950e-05,8.225177543857912067e-05
4.060772025700365266e-03,9.704196416621957981e-09,6.281414893332533208e-08,1.438003753757234913e-05,9.308033151562153731e-05
4.107840889965646940e-03,9.928142828919692191e-09,6.426372834116366050e-08,1.629544566293162668e-05,1.054785483374014811e-04
4.155455334718875619e-03,1.015958401359849463e-08,6.576182054989288843e-08,1.849153346991467962e-05,1.196935725038756536e-04
4.203621683844713762e-03,1.039882424558030821e-08,6.731039509613855920e-08,2.101295043747728773e-05,1.360144149645874882e-04
4.252346334528682263e-03,1.064618217935586322e-08,6.891151459382344506e-08,2.391198380456438657e-05,1.547795250123371426e-04
4.301635758106795056e-03,1.090199161928388419e-08,7.056733972022610448e-08,2.724995349240641175e-05,1.763858194550068476e-04
4.351496500925049540e-03,1.116660233582516482e-08,7.228013449937009293e-08,3.109887749516032120e-05,2.012994624979198431e-04
4.401935185208874328e-03,1.144038093071951515e-08,7.405227190221508970e-08,3.554346315974620061e-05,2.300687550695353729e-04
4.452958509942655727e-03,1.172371175432739825e-08,7.588623978450395811e-08,4.068349173113742682e-05,2.633395697092606909e-04
4.504573251759458330e-03,1.201699787858870645e-08,7.778464718461308873e-08,4.663667820115193423e-05,3.018738620402396208e-04
4.556786265841063742e-03,1.232066212929904643e-08,7.975023100535831747e-08,5.354210650808789544e-05,3.465719064220812180e-04
4.609604486828434121e-03,1.263514818167132164e-08,8.178586310543921178e-08,6.156436229102474453e-05,3.984990467948270406e-04
4.663034929742731517e-03,1.296092172343863174e-08,8.389455782807054529e-08,7.089851270536794560e-05,4.589179304530693936e-04
4.717084690917017036e-03,1.329847169006504552e-08,8.607947999635981656e-08,8.177611650551831095e-05,5.293274106208458200e-04
4.771760948938746048e-03,1.364831157696602517e-08,8.834395340715926328e-08,9.447248926366705562e-05,6.115095733785308419e-04
4.827070965603183494e-03,1.401098083400171670e-08,9.069146985746092394e-08,1.093155001885547659e-04,7.075866784603983880e-04
4.883022086877879774e-03,1.438704634789679976e-08,9.312569873992991843e-08,1.266962410098393995e-04,8.200902177178759443e-04
4.939621743878320863e-03,1.477710401866179413e-08,9.565049724689864517e-08,1.470819869211497538e-04,9.520448098154383207e-04
4.996877453854883626e-03,1.518178043654605975e-08,9.826992122509088990e-08,1.710319685642677529e-04,1.107070290472898268e-03
5.054796821191240297e-03,1.560173466654476564e-08,1.009882367265305460e-07,1.992165974651899233e-04,1.289506156505101789e-03
5.113387538414325764e-03,1.603766014801366251e-08,1.038099323045298439e-07,2.324409415040020843e-04,1.504563519842400891e-03
5.172657387216019441e-03,1.649028671752089421e-08,1.067397321073768138e-07,2.716734399139573118e-04,1.758510976421935081e-03
5.232614239486662287e-03,1.696038276368712243e-08,1.097826098263679726e-07,3.180810891295658758e-04,2.058902360141422368e-03
5.293266058360561639e-03,1.744875752343884101e-08,1.129438035591922876e-07,3.730726344895594795e-04,2.414856317792124594e-03
5.354620899273607876e-03,1.795626352982883275e-08,1.162288316543918706e-07,4.383516848720130153e-04,2.837400113992083906e-03
5.416686911033152113e-03,1.848379922236759983e-08,1.196435096077375385e-07,5.159821489183280888e-04,3.339893192348987461e-03
5.479472336900287170e-03,1.903231173166570442e-08,1.231939680868989374e-07,6.084689996423961250e-04,3.938549955499925231e-03
5.542985515684668851e-03,1.960279985111434145e-08,1.268866721667915518e-07,7.188581436339790132e-04,4.653086206995473567e-03
5.607234882852032802e-03,2.019631720933835579e-08,1.307284418645008207e-07,8.508601463801524064e-04,5.507520011096242972e-03
5.672228971644543115e-03,2.081397565824713296e-08,1.347264740697463443e-07,1.009003803935219030e-03,6.531165744555404544e-03
5.737976414214134013e-03,2.145694889269436739e-08,1.388883659745238928e-07,1.198827127470714505e-03,7.759870317677392514e-03
5.804485942768978189e-03,2.212647631904385865e-08,1.432221401138876977e-07,1.427115317098124302e-03,9.237553551542418417e-03
5.871766390733255264e-03,2.282386719133723237e-08,1.477362711388887837e-07,1.702197869139187615e-03,1.101813131924607794e-02
5.939826693920356553e-03,2.355050503527796070e-08,1.524397144525157603e-07,2.034320248208014090e-03,1.316792133660247416e-02
6.008675891719686586e-03,2.430785238189835430e-08,1.573419368501774377e-07,2.436109772193159346e-03,1.576865878212897407e-02
6.078323128297229670e-03,2.509745583457301563e-08,1.624529493178990413e-07,2.923160778471687021e-03,1.892128401074683400e-02
6.148777653810022850e-03,2.592095149499733116e-08,1.677833421540578867e-07,3.514771121454057616e-03,2.275070981780673296e-02
6.220048825634711363e-03,2.678007077587846869e-08,1.733443225942646280e-07,4.234871063624354344e-03,2.741183404411432628e-02
6.292146109610343568e-03,2.767664663040521060e-08,1.791477551340060602e-07,5.113197279747378789e-03,3.309713877033512719e-02
6.365079081295571019e-03,2.861262023108928972e-08,1.852062047600180960e-07,6.186779805817554066e-03,4.004631516677312902e-02
6.438857427240419345e-03,2.959004813332538573e-08,1.915329833191868066e-07,7.501829396794199717e-03,4.855848014323906059e-02
6.513490946272802555e-03,3.061110996202150824e-08,1.981421992732243827e-07,9.116138318472941787e-03,5.900771639911673444e-02
6.588989550799949878e-03,3.167811666292928210e-08,2.050488111085820283e-07,1.110214095329102070e-02,7.186288337324776843e-02
6.665363268124913435e-03,3.279351936388226833e-08,2.122686846942285724e-07,1.355082422105132085e-02,8.771292894818878694e-02
6.742622241778342337e-03,3.395991889506006082e-08,2.198186549052258909e-07,1.657673499299430406e-02,1.072993018664260972e-01
6.820776732865685421e-03,3.518007602166569900e-08,2.277165918576752004e-07,2.032440679600600389e-02,1.315575510486439170e-01
6.899837121430018629e-03,3.645692244707424174e-08,2.359814721308338924e-07,2.497662702107730434e-02,1.616708382846395731e-01
6.979813907830660115e-03,3.779357264961737047e-08,2.446334553852629044e-07,3.076509641141240287e-02,1.991389358756684158e-01
7.060717714137772563e-03,3.919333662175703095e-08,2.536939668220348122e-07,3.798420534172392699e-02,2.458673989081940903e-01
7.142559285543126184e-03,4.065973358652077684e-08,2.631857859676441649e-07,4.700888048171907030e-02,3.042830846570470649e-01
7.225349491787214085e-03,4.219650677277252846e-08,2.731331423126388288e-07,5.831775997784844484e-02,3.774841628753480283e-01
7.309099328602909965e-03,4.380763933823890876e-08,2.835618183795401739e-07,7.252336113443021148e-02,4.694353877298385047e-01
7.393819919175866756e-03,4.549737153726366405e-08,2.944992608477464789e-07,9.041144676466980612e-02,5.852229116700311540e-01
7.479522515621821015e-03,4.727021923909794515e-08,3.059747004202986307e-07,1.129925225273102768e-01,7.313876217741729358e-01
7.566218500481054592e-03,4.913099391223202402e-08,3.180192811801644611e-07,1.415693725353348309e-01,9.163622899882987172e-01
7.653919388230148030e-03,5.108482420092111926e-08,3.306662002526125569e-07,1.778258529261171894e-01,1.151046323708379004e+00
7.742636826811269413e-03,5.313717923175846026e-08,3.439508586659829850e-07,2.239439342617043083e-01,1.449563367795702495e+00
7.832382599179196422e-03,5.529389380101094167e-08,3.579110243864184048e-07,2.827583801959461796e-01,1.830262521825242850e+00
7.923168624866253756e-03,5.756119560757605910e-08,3.725870085936666279e-07,3.579617011768301271e-01,2.317044981863112252e+00
8.015006961565405291e-03,5.994573471198711039e-08,3.880218563658383068e-07,4.543764446742079022e-01,2.941126543839660101e+00
8.107909806731686611e-03,6.245461541903253807e-08,4.042615530519403418e-07,5.783179157860059982e-01,3.743385452377085532e+00
8.201889499202202546e-03,6.509543080043507044e-08,4.213552477332128150e-07,7.380786723359334944e-01,4.777498481915409378e+00
8.296958520834906564e-03,6.787630009484946048e-08,4.393554953090201728e-07,9.445774532775901289e-01,6.114141375746547702e+00
8.393129498166364971e-03,7.080590924538719810e-08,4.583185188915918182e-07,1.212230759844620254e+00,7.846630490703150329e+00
8.490415204088747059e-03,7.389355486020356503e-08,4.783044943578549408e-07,1.560126769033458816e+00,1.009852140431516077e+01
8.588828559546249353e-03,7.714919190964291238e-08,4.993778590875768322e-07,2.013610939662856758e+00,1.303387236073533728e+01
8.688382635251184691e-03,8.058348550432618299e-08,5.216076471169799198e-07,2.606433839573997435e+00,1.687114690953993801e+01
8.789090653419954699e-03,8.420786713270628239e-08,5.450678531579790995e-07,3.383668990969722401e+00,2.190210078351165635e+01
8.890965989529158939e-03,8.803459577437732683e-08,5.698378281776128912e-07,4.405688430374838482e+00,2.851751524169239360e+01
8.994022174092043687e-03,9.207682434720249237e-08,5.960027095026726256e-07,5.753595485209751281e+00,3.724236280822104561e+01
9.098272894455557494e-03,9.634867199259580645e-08,6.236538887140284172e-07,7.536671192219542625e+00,4.878400708364632266e+01
9.203731996618221695e-03,1.008653027545423564e-07,6.528895209268920847e-07,9.902611700769053726e+00,6.409846828074866210e+01
9.310413487069076066e-03,1.056430112647651900e-07,6.838150794210615416e-07,1.305164597046418073e+01,8.448180545990591384e+01
9.418331534647951184e-03,1.106993161094700606e-07,7.165439599931374989e-07,1.725606498251177712e+01,1.116965268714078974e+02
9.527500472427289507e-03,1.160530616230472174e-07,7.511981398554637067e-07,2.288732163165663280e+01,1.481470044436966589e+02
9.637934799615785822e-03,1.217245289317961115e-07,7.879088964094049953e-07,3.045375560668945880e+01,1.971236626024079612e+02
9.749649183484086420e-03,1.277355571570595300e-07,8.268175917793152418e-07,4.065327769673297098e+01,2.631439977344697354e+02
9.862658461312821118e-03,1.341096757831471152e-07,8.680765296149039754e-07,5.444718460724731557e+01,3.524303730148957357e+02
9.976977642363202281e-03,1.408722493022192073e-07,9.118498913609581448e-07,7.316391913353673715e+01,4.735816460936315480e+02
1.009262190987048405e-02,1.480506353672115528e-07,9.583147599630610701e-07,9.864540875788507890e+01,6.385204020286614650e+02
1.020960662306047602e-02,1.556743578163340309e-07,1.007662239835300939e-06,1.334541486766041203e+02,8.638333779377909423e+02
1.032794731918952429e-02,1.637752960803532354e-07,1.060098682871860019e-06,1.811672402355032716e+02,1.172674740022809374e+03
1.044765971560805175e-02,1.723878926485655575e-07,1.115847031350430242e-06,2.467953334494923183e+02,1.597477850385724423e+03
1.056875971184804974e-02,1.815493804532359302e-07,1.175148289765573919e-06,3.373816072083517383e+02,2.183832397111264527e+03
1.069126339173477255e-02,1.913000322376357114e-07,1.238263138959391629e-06,4.628611692763709016e+02,2.996047191767357162e+03
1.081518702552289150e-02,2.016834342023300251e-07,1.305473707402516042e-06,6.372984856994204392e+02,4.125159907845420094e+03
1.094054707205743479e-02,2.127467864810884928e-07,1.377085516140171980e-06,8.806755363049538801e+02,5.700511605952438003e+03
1.106736018095974550e-02,2.245412332850973374e-07,1.453429615777747868e-06,1.221485203724727626e+03,7.906533443119124968e+03
1.119564319483879432e-02,2.371222258759376484e-07,1.534864935963198092e-06,1.700506348244556193e+03,1.100718229875663201e+04
1.132541315152812630e-02,2.505499218884294672e-07,1.621780870157951462e-06,2.376319463761690258e+03,1.538164298222710750e+04
1.145668728634872610e-02,2.648896249288892030e-07,1.714600121105949610e-06,3.333395790342174678e+03,2.157668812943916419e+04
1.158948303439811742e-02,2.802122688282929926e-07,1.813781835348755617e-06,4.694005766398556261e+03,3.038376024617651274e+04
1.172381803286599682e-02,2.965949514396320142e-07,1.919825058434533274e-06,6.635817677503780942e+03,4.295288574076617078e+04
1.185971012337670542e-02,3.141215234417380338e-07,2.033272546177590429e-06,9.418006760206148101e+03,6.096167615459136141e+04
1.199717735435885599e-02,3.328832382562952756e-07,2.154714971496554942e-06,1.342014292594893232e+04,8.686704393299050571e+04
1.213623798344241715e-02,3.529794699101121867e-07,2.284795571054419166e-06,1.920034220711485614e+04,1.242816100571419956e+05
1.227691047988360359e-02,3.745185064917355293e-07,2.424215281212078276e-06,2.758257508904525457e+04,1.785388408503616811e+05
1.241921352701784616e-02,3.976184277724376088e-07,2.573738418768192227e-06,3.978828533816665004e+04,2.575450015368961613e+05
1.256316602474121490e-02,4.224080766004790113e-07,2.734198968682687036e-06,5.763562595725440769e+04,3.730687876992344973e+05
1.270878709202059517e-02,4.490281348503468037e-07,2.906507548572608140e-06,8.384230754953309952e+04,5.427016279585268348e+05
1.285609606943296547e-02,4.776323160336435198e-07,3.091659128345441157e-06,1.224878848688021244e+05,7.928500117225804133e+05
1.300511252173409786e-02,5.083886881763758907e-07,3.290741593031876496e-06,1.797224311953714641e+05,1.163322657034092816e+06
1.315585624045705233e-02,5.414811422624954198e-07,3.504945247852203255e-06,2.648576088754053926e+05,1.714392884868609952e+06
1.330834724654075991e-02,5.771110234630640343e-07,3.735573376975363788e-06,3.920538087980211130e+05,2.537719279211464338e+06
1.346260579298911089e-02,6.154989445458366670e-07,3.984053981510922160e-06,5.829405220230969135e+05,3.773307051669881213e+06
1.361865236756082745e-02,6.568868033274083016e-07,4.251952838245114744e-06,8.707043358658468351e+05,5.635969170645452105e+06
1.377650769549054917e-02,7.015400288308401287e-07,4.540988038761214358e-06,1.306495361655471148e+06,8.456794432474287227e+06
1.393619274224143501e-02,7.497500839934539049e-07,4.853046189179647750e-06,1.969512834590101615e+06,1.274843039101460390e+07
1.409772871628967722e-02,8.018372563871336930e-07,5.190200474170028848e-06,2.982956212191636208e+06,1.930833298605241999e+07
1.426113707194129852e-02,8.581537725300331062e-07,5.554730815533163216e-06,4.539370945522363298e+06,2.938282680956987292e+07
1.442643951218158804e-02,9.190872760568942750e-07,5.949146385998081315e-06,6.941112565611938015e+06,4.492902449011809379e+07
1.459365799155757683e-02,9.850647153590372669e-07,6.376210773469216492e-06,1.066525596751380712e+07,6.903497703405430913e+07
1.476281471909391199e-02,1.056556692401427334e-06,6.838970130419843675e-06,1.646822163656094484e+07,1.065969073723714501e+08
1.493393216124253367e-02,1.134082331385047241e-06,7.340784688184479989e-06,2.555524651851066202e+07,1.654161758403850496e+08
1.510703304486655726e-02,1.218214733877412860e-06,7.885364067392215342e-06,3.985624780438718200e+07,2.579849147756410539e+08
1.528214036025870616e-02,1.309587096132591060e-06,8.476806874676659937e-06,6.247712166757375747e+07,4.044072334140336514e+08
1.545927736419478588e-02,1.408899574737988585e-06,9.119645143219112034e-06,9.844178493849995732e+07,6.372023684308128357e+08
1.563846758302247716e-02,1.516926998660061787e-06,9.818894251934766636e-06,1.559185195674879849e+08,1.009242670809939623e+09
1.581973481578601362e-02,1.634527539448703666e-06,1.058010904670999120e-05,2.482572126322279572e+08,1.606940426447107553e+09
1.600310313738701612e-02,1.762652467072167128e-06,1.140944698880136873e-05,3.973914268309489489e+08,2.572269067743696690e+09
1.618859690178199237e-02,1.902357136906949659e-06,1.231373927235943472e-05,6.395497923736096621e+08,4.139732357397748947e+09
1.637624074521688844e-02,2.054813374168136276e-06,1.330057098742401037e-05,1.034895731246843696e+09,6.698761216503752708e+09
1.656605958949915192e-02,2.221323445963858316e-06,1.437837155942810073e-05,1.683885752012984753e+09,1.089959908813010597e+10
1.675807864530768840e-02,2.403335838692829874e-06,1.555651687448019913e-05,2.755181343500664711e+09,1.783397241965698624e+10
1.695232341554121433e-02,2.602463090260758468e-06,1.684544470525319124e-05,4.533539084354822159e+09,2.934507784198828506e+10
1.714881969870540868e-02,2.820501963251351903e-06,1.825678528960351579e-05,7.502440184203712463e+09,4.856243369999539185e+10
1.734759359233932485e-02,3.059456287550054757e-06,1.980350918825124530e-05,1.248746959583501816e+10,8.082995657936195374e+10
1.754867149648152089e-02,3.321562849917915533e-06,2.150009486501848024e-05,2.090653822215975189e+10,1.353256209156715393e+11
1.775208011717635884e-02,3.609320764745508685e-06,2.336271880034640721e-05,3.520910477772869110e+10,2.279044916618842773e+11
1.795784647002096959e-02,3.925524825969117177e-06,2.540947137441848861e-05,5.965168906258516693e+10,3.861185326467210083e+11
1.816599788375328553e-02,4.273303416414207502e-06,2.766060224998708638e-05,1.016753069478972778e+11,6.581325850461285400e+11
1.837656200388172387e-02,4.656161639422384693e-06,3.013879955844134191e-05,1.743667406841714783e+11,1.128655887425525879e+12
1.858956679635688156e-02,5.078030440608554009e-06,3.286950785929989536e-05,3.008832399980797119e+11,1.947582657787945557e+12
1.880504055128583499e-02,5.543322607451575595e-06,3.588129061913001596e-05,5.224559388647001953e+11,3.381797291194096191e+12
1.902301188668945736e-02,6.056996674052150329e-06,3.920624385970624244e-05,9.129566704665518799e+11,5.909463680076791016e+12
1.924350975230332272e-02,6.624629921231636062e-06,4.288046867926641312e-05,1.605577770134468506e+12,1.039272051465441406e+13
1.946656343342263382e-02,7.252501852256826279e-06,4.694461158129144523e-05,2.842008959740366211e+12,1.839599760792133984e+13
1.969220255479173579e-02,7.947689746666293921e-06,5.144448298344942886e-05,5.063666090252723633e+12,3.277652906911010938e+13
1.992045708453871189e-02,8.718178154640904911e-06,5.643176596208118539e-05,9.082035178420892578e+12,5.878697069011042969e+13
2.015135733815558508e-02,9.572984498863714375e-06,6.196482925861468937e-05,1.639884150287761523e+13,1.061478177349508750e+14
2.038493398252464242e-02,1.052230330788031061e-05,6.810966088554222281e-05,2.981183968967117969e+13,1.929686145919211250e+14
2.062121803999144437e-02,1.157767202414575603e-05,7.494094138286612060e-05,5.456876805119482812e+13,3.532173686844046875e+14
2.086024089248504979e-02,1.275216182259160959e-05,8.254327896476865612e-05,1.005805076501473906e+14,6.510460749232326250e+14
2.110203428568596662e-02,1.406059745521157304e-05,9.101263254836709467e-05,1.866950221056902188e+14,1.208455437234390250e+15
2.134663033324245285e-02,1.551981082000768758e-05,1.004579530763813697e-04,3.490086884881050625e+14,2.259093158931308000e+15
2.159406152103567761e-02,1.714893375797210985e-05,1.110030787583711975e-04,6.571432905133228750e+14,4.253613050343454000e+15
2.184436071149428379e-02,1.896973653269606351e-05,1.227889260103722543e-04,1.246351166725351250e+15,8.067487965908498000e+15
2.209756114795903212e-02,2.100701957136686665e-05,1.359760251493808152e-04,2.381298649551628000e+15,1.541387268001436000e+16
2.235369645909796379e-02,2.328906737649515403e-05,1.507474585118348217e-04,4.583712953263477000e+15,2.966984753325206000e+16
2.261280066337279654e-02,2.584817509454601669e-05,1.673122688718899759e-04,8.889728691037461000e+15,5.754219288257792800e+16
2.287490817355703962e-02,2.872126009859193423e-05,1.859094181456951507e-04,1.737260806251400200e+16,1.124508968439559840e+17
2.314005380130654266e-02,3.195057316479786097e-05,2.068123907551060723e-04,3.421253631992118400e+16,2.214538184846851840e+17
2.340827276178294308e-02,3.558452646642917767e-05,2.303345531378083236e-04,6.790285166317989600e+16,4.395273605615272320e+17
2.367960067833078594e-02,3.967865875796568648e-05,2.568354012732412144e-04,1.358352399994513440e+17,8.792459086158580480e+17
2.395407358720879482e-02,4.429676187706691186e-05,2.867278524004471230e-04,2.739039251154913920e+17,1.772948650972994048e+18
2.423172794237600514e-02,4.951219717611709804e-05,3.204867661282774440e-04,5.567824513041820160e+17,3.603988864011191808e+18
2.451260062033339820e-02,5.540943585633408816e-05,3.586589148411808178e-04,1.141076835502290048e+18,7.386059310056591360e+18
2.479672892502160150e-02,6.208586359607185055e-05,4.018746648509540029e-04,2.357910754883359232e+18,1.526248552379262157e+19
2.508415059277541159e-02,6.965389755980328792e-05,4.508616795527618727e-04,4.913200575564277760e+18,3.180258307263577702e+19
2.537490379733571555e-02,7.824347311152539603e-05,5.064610156354233369e-04,1.032448255805751706e+19,6.682918989052124365e+19
2.566902715491951870e-02,8.800496866027528869e-05,5.696460552705351517e-04,2.188171044127061606e+19,1.416377986970229637e+20
2.596655972934872394e-02,9.911265043169999146e-05,6.415448037232308410e-04,4.677851199492517888e+19,3.027919358985336259e+20
2.626754103723838440e-02,1.117687350714800077e-04,7.234661861175751022e-04,1.008804928507588772e+20,6.529878446752058573e+20
2.657201105324506762e-02,1.262081874351580471e-04,8.169311029791258933e-04,2.194864123201511424e+20,1.420710340188934767e+21
2.688001021537607393e-02,1.427043944290152275e-04,9.237091563553174621e-04,4.818282304927047352e+20,3.118818800762161725e+21
2.719157943036018890e-02,1.615758842269041638e-04,1.045862142534358932e-03,1.067347958238945870e+21,6.908820754870925525e+21
2.750676007908067419e-02,1.831942946906666119e-04,1.185795630715468256e-03,2.386132348992907379e+21,1.544516066137501965e+22
2.782559402207126012e-02,2.079938367109988656e-04,1.346320218127484850e-03,5.383984835813204558e+21,3.484991552234679855e+22
2.814812360507581296e-02,2.364825491180240448e-04,1.530724381772441151e-03,1.226254255540476576e+22,7.937402967824135514e+22
2.847439166467247845e-02,2.692557038311385359e-04,1.742861248421013424e-03,2.819497883003455223e+22,1.825028599347175594e+23
2.880444153396297807e-02,3.070117955538331973e-04,1.987252094070776024e-03,6.545235180497181606e+22,4.236655564052427765e+23
2.913831704832789068e-02,3.505716427010532269e-04,2.269209982055367045e-03,1.534225589580263598e+23,9.930866044316982601e+23
2.947606255124858229e-02,4.009012392556051308e-04,2.594987680486608456e-03,3.631720983234902250e+23,2.350771284209124657e+24
2.981772290019673102e-02,4.591391357071842151e-04,2.971954895928283994e-03,8.682491870988271343e+23,5.620077274636331516e+24
3.016334347259197468e-02,5.266292971301124275e-04,3.408810959959776999e-03,2.096693237818152960e+24,1.357165453516770250e+25
3.051297017182871135e-02,6.049605952772170404e-04,3.915840456964300893e-03,5.114869100540701549e+24,3.310796027433124987e+25
3.086664943337274689e-02,6.960143486344800168e-04,4.505220945442948641e-03,1.260649568940021500e+25,8.160039881354323928e+25
3.122442823092858033e-02,8.020216413546671667e-04,5.191393976889314109e-03,3.139541016189044673e+25,2.032188843945828190e+26
3.158635408267818773e-02,9.256325434694380894e-04,5.991513150272941186e-03,7.901365771428856532e+25,5.114463321178115915e+26
3.195247505759213347e-02,1.069999839083582644e-03,6.925986075024907589e-03,2.009811377877957500e+26,1.300927823365962799e+27
3.232283978181380718e-02,1.238880469394077356e-03,8.019131000050031682e-03,5.167483282590608933e+26,3.344852583230234221e+27
3.269749744511767781e-02,1.436758642314418452e-03,9.299973688186731133e-03,1.343159673001581029e+27,8.694118309131151777e+27
3.307649780744242179e-02,1.668995486738066459e-03,1.080321611106738362e-02,3.529845991064510730e+27,2.284828771753261841e+28
3.345989120549974771e-02,1.942011283166024047e-03,1.257041600704247343e-02,9.380345188329674856e+27,6.071789712505113624e+28
3.384772855945983316e-02,2.263507741907237140e-03,1.465142566244441967e-02,2.521000173344276558e+28,1.631814459960299961e+29
3.424006137971425529e-02,2.642739599302471216e-03,1.710614992275344415e-02,6.852903479734154261e+28,4.435805720754032123e+29
3.463694177371734462e-02,3.090847055343476629e-03,2.000669802312788140e-02,1.884435980645762441e+29,1.219773768602309236e+30
3.503842245290676033e-02,3.621263402136993409e-03,2.344002212063787602e-02,5.242654140079463501e+29,3.393509815988455301e+30
3.544455673970435539e-02,4.250215744167963258e-03,2.751115839902429361e-02,1.475851842962595825e+30,9.553019486351829511e+30
3.585539857459817126e-02,4.997341182668208447e-03,3.234721555935193144e-02,4.204510254905826845e+30,2.721531201604457060e+31
3.627100252330648505e-02,5.886446476308525647e-03,3.810229201642673785e-02,1.212353373212912993e+31,7.847424152954665679e+31
3.669142378402494298e-02,6.946446317665169561e-03,4.496354925460773616e-02,3.538709728819742499e+31,2.290566167407263551e+32
3.711671819475766826e-02,8.212524388800022251e-03,5.315872720723676531e-02,1.045740711336751700e+32,6.768959527141776768e+32
