m_a_eV,SM_Np_D_0.15mm_GeVinv,SM_Eu_D_0.15mm_GeVinv,SM_Np_D_1mm_GeVinv,SM_Eu_D_1mm_GeVinv
1.276750704319264449e-05,2.208068151027755405e-09,1.429257155760153265e-08,2.147858243783483882e-10,1.390283974277292409e-09
1.291549665014882683e-05,2.197514468290142454e-09,1.422425878127108109e-08,2.138610469909337019e-10,1.384297996453952039e-09
1.306520162124719865e-05,2.187034548722067421e-09,1.415642346546576579e-08,2.129436923307768370e-10,1.378360065091693762e-09
1.321664183946603801e-05,2.176628056644983768e-09,1.408906343737691367e-08,2.120337356547309883e-10,1.372470020030970059e-09
1.336983741824945150e-05,2.166294658984240043e-09,1.402217654105055325e-08,2.111311525677975730e-10,1.366627703365756508e-09
1.352480870417873994e-05,2.156034025259517256e-09,1.395576063732553334e-08,2.102359190241769566e-10,1.360832959450353472e-09
1.368157627967470456e-05,2.145845827575242687e-09,1.388981360377147122e-08,2.093480113283670785e-10,1.355085634906498001e-09
1.384016096573130180e-05,2.135729740611169123e-09,1.382433333462776794e-08,2.084674061363098979e-10,1.349385578630782602e-09
1.400058382468096031e-05,2.125685441612962368e-09,1.375931774074268149e-08,2.075940804565806731e-10,1.343732641802356084e-09
1.416286616299197323e-05,2.115712610382843353e-09,1.369476474951276067e-08,2.067280116516313172e-10,1.338126677890968721e-09
1.432702953409829647e-05,2.105810929270356800e-09,1.363067230482309281e-08,2.058691774390768449e-10,1.332567542665301957e-09
1.449309574126214897e-05,2.095980083163129128e-09,1.356703836698746890e-08,2.050175558930354829e-10,1.327055094201641187e-09
1.466108684046983036e-05,2.086219759477704538e-09,1.350386091268907965e-08,2.041731254455169370e-10,1.321589192892862043e-09
1.483102514336102853e-05,2.076529648150482421e-09,1.344113793492184857e-08,2.033358648878618676e-10,1.316169701457748379e-09
1.500293322019216613e-05,2.066909441628627054e-09,1.337886744293158631e-08,2.025057533722338651e-10,1.310796484950648976e-09
1.517683390283403825e-05,2.057358834861061675e-09,1.331704746215771251e-08,2.016827704131634598e-10,1.305469410771473203e-09
1.535275028780421074e-05,2.047877525289607721e-09,1.325567603417587922e-08,2.008668958891451495e-10,1.300188348676026422e-09
1.553070573933458561e-05,2.038465212839958635e-09,1.319475121663956699e-08,2.000581100442901060e-10,1.294953170786709372e-09
1.571072389247448757e-05,2.029121599912915472e-09,1.313427108322333200e-08,1.992563934900328558e-10,1.289763751603564122e-09
1.589282865622976477e-05,2.019846391375527798e-09,1.307423372356548249e-08,1.984617272068933039e-10,1.284619968015680282e-09
1.607704421673822041e-05,2.010639294552301583e-09,1.301463724321116369e-08,1.976740925462973067e-10,1.279521699312979421e-09
1.626339504048190734e-05,2.001500019216497266e-09,1.295547976355601531e-08,1.968934712324538548e-10,1.274468827198365119e-09
1.645190587753660725e-05,1.992428277581358739e-09,1.289675942178941535e-08,1.961198453642906243e-10,1.269461235800251643e-09
1.664260176485901990e-05,1.983423784291470142e-09,1.283847437083853455e-08,1.953531974174502218e-10,1.264498811685486791e-09
1.683550802961200778e-05,1.974486256414105208e-09,1.278062277931232302e-08,1.945935102463460644e-10,1.259581443872657084e-09
1.703065029252842484e-05,1.965615413430531936e-09,1.272320283144524382e-08,1.938407670862802206e-10,1.254709023845798497e-09
1.722805447131392224e-05,1.956810977227469888e-09,1.266621272704197421e-08,1.930949515556229534e-10,1.249881445568502991e-09
1.742774678408917511e-05,1.948072672088463106e-09,1.260965068142156273e-08,1.923560476580571979e-10,1.245098605498447520e-09
1.762975375287203833e-05,1.939400224685264614e-09,1.255351492536165239e-08,1.916240397848866272e-10,1.240360402602332922e-09
1.783410220710006182e-05,1.930793364069288331e-09,1.249780370504316545e-08,1.908989127174083945e-10,1.235666738371243623e-09
1.804081928719380908e-05,1.922251821663055613e-09,1.244251528199492537e-08,1.901806516293556681e-10,1.231017516836457126e-09
1.824993244816150412e-05,1.913775331251591747e-09,1.238764793303797425e-08,1.894692420894037305e-10,1.226412644585665854e-09
1.846146946324545750e-05,1.905363628973840226e-09,1.233319995022999463e-08,1.887646700637487132e-10,1.221852030779669447e-09
1.867545842761074234e-05,1.897016453314160166e-09,1.227916964081027878e-08,1.880669219187539035e-10,1.217335587169502567e-09
1.889192776207664550e-05,1.888733545093651242e-09,1.222555532714357308e-08,1.873759844236680659e-10,1.212863228114032343e-09
1.911090621689135813e-05,1.880514647461595271e-09,1.217235534666467015e-08,1.866918447534165829e-10,1.208434870598023784e-09
1.933242287555043403e-05,1.872359505886834916e-09,1.211956805182262378e-08,1.860144904914658517e-10,1.204050434250680418e-09
1.955650715865946999e-05,1.864267868149127998e-09,1.206719181002477362e-08,1.853439096327611972e-10,1.199709841364662202e-09
1.978318882784162123e-05,1.856239484330431492e-09,1.201522500358032652e-08,1.846800905867434190e-10,1.195413016915610919e-09
2.001249798969034841e-05,1.848274106806262040e-09,1.196366602964443745e-08,1.840230221804406113e-10,1.191159888582162154e-09
2.024446509976801623e-05,1.840371490236920600e-09,1.191251330016141527e-08,1.833726936616394700e-10,1.186950386766473852e-09
2.047912096665083489e-05,1.832531391558681727e-09,1.186176524180767870e-08,1.827290947021362936e-10,1.182784444615270205e-09
2.071649675602066959e-05,1.824753569974977488e-09,1.181142029593469415e-08,1.820922154010699007e-10,1.178661998041413490e-09
2.095662399480430758e-05,1.817037786947540422e-09,1.176147691851165530e-08,1.814620462883361537e-10,1.174582985746007157e-09
2.119953457536068761e-05,1.809383806187384790e-09,1.171193358006709089e-08,1.808385783280883032e-10,1.170547349241052936e-09
2.144526075971665420e-05,1.801791393645852345e-09,1.166278876563091897e-08,1.802218029223212388e-10,1.166555032872651174e-09
2.169383518385182289e-05,1.794260317505492049e-09,1.161404097467539618e-08,1.796117119145438096e-10,1.162605983844771532e-09
2.194529086203311546e-05,1.786790348170923441e-09,1.156568872105599747e-08,1.790082975935399362e-10,1.158700152243598151e-09
2.219966119119952429e-05,1.779381258259566227e-09,1.151773053295139095e-08,1.784115526972191373e-10,1.154837491062452597e-09
2.245697995539771554e-05,1.772032822592323532e-09,1.147016495280314795e-08,1.778214704165587683e-10,1.151017956227313633e-09
2.271728133026902697e-05,1.764744818184143976e-09,1.142299053725463262e-08,1.772380443996403013e-10,1.147241506622942263e-09
2.298059988758848710e-05,1.757517024234502896e-09,1.137620585708941334e-08,1.766612687557797220e-10,1.143508104119617663e-09
2.324697059985645546e-05,1.750349222117733844e-09,1.132980949716865178e-08,1.760911380597554569e-10,1.139817713600502587e-09
2.351642884494346329e-05,1.743241195373292257e-09,1.128380005636810978e-08,1.755276473561330540e-10,1.136170302989640123e-09
2.378901041078890856e-05,1.736192729695857414e-09,1.123817614751405278e-08,1.749707921636917887e-10,1.132565843280602472e-09
2.406475150015421866e-05,1.729203612925342370e-09,1.119293639731860400e-08,1.744205684799518228e-10,1.129004308565797546e-09
2.434368873543108034e-05,1.722273635036695851e-09,1.114807944631373046e-08,1.738769727858049946e-10,1.125485676066442268e-09
2.462585916350544169e-05,1.715402588129650181e-09,1.110360394878487335e-08,1.733400020502517203e-10,1.122009926163224300e-09
2.491130026067785879e-05,1.708590266418248757e-09,1.105950857270316548e-08,1.728096537352447823e-10,1.118577042427655907e-09
2.520004993764089510e-05,1.701836466220219057e-09,1.101579199965665127e-08,1.722859258006424874e-10,1.115187011654133824e-09
2.549214654451420375e-05,1.695140985946176483e-09,1.097245292478039988e-08,1.717688167092733640e-10,1.111839823892723733e-09
2.578762887593798400e-05,1.688503626088704132e-09,1.092949005668580608e-08,1.712583254321133562e-10,1.108535472482671004e-09
2.608653617622545218e-05,1.681924189211137051e-09,1.088690211738801679e-08,1.707544514535792631e-10,1.105273954086665207e-09
2.638890814457507585e-05,1.675402479936232553e-09,1.084468784223257991e-08,1.702571947769389653e-10,1.102055268725858381e-09
2.669478494034318111e-05,1.668938304934621739e-09,1.080284597982069046e-08,1.697665559298411525e-10,1.098879419815660252e-09
2.700420718837769874e-05,1.662531472912998397e-09,1.076137529193274413e-08,1.692825359699675271e-10,1.095746414202323183e-09
2.731721598441373358e-05,1.656181794602143285e-09,1.072027455345082385e-08,1.688051364908083078e-10,1.092656262200325778e-09
2.763385290053166867e-05,1.649889082744676689e-09,1.067954255227941788e-08,1.683343596275636466e-10,1.089608977630573943e-09
2.795415999067853594e-05,1.643653152082542353e-09,1.063917808926440238e-08,1.678702080631749644e-10,1.086604577859439054e-09
2.827817979625338199e-05,1.637473819344316459e-09,1.059917997811089578e-08,1.674126850344861282e-10,1.083643083838639851e-09
2.860595535175739117e-05,1.631350903232150997e-09,1.055954704529875237e-08,1.669617943385385285e-10,1.080724520145989148e-09
2.893753019050947418e-05,1.625284224408517160e-09,1.052027812999674394e-08,1.665175403390018396e-10,1.077848915027019628e-09
2.927294835042812854e-05,1.619273605482607118e-09,1.048137208397454114e-08,1.660799279727441343e-10,1.075016300437511475e-09
2.961225437988031288e-05,1.613318870996478117e-09,1.044282777151303391e-08,1.656489627565416369e-10,1.072226712086923491e-09
2.995549334359810082e-05,1.607419847410848759e-09,1.040464406931238202e-08,1.652246507939339312e-10,1.069480189482766580e-09
3.030271082866393438e-05,1.601576363090601419e-09,1.036681986639818143e-08,1.648069987822243638e-10,1.066776775975915873e-09
3.065395295056523920e-05,1.595788248289949034e-09,1.032935406402544674e-08,1.643960140196307362e-10,1.064116518806897276e-09
3.100926635931923166e-05,1.590055335137208987e-09,1.029224557558005600e-08,1.639917044125879915e-10,1.061499469153155879e-09
3.136869824566873116e-05,1.584377457619302563e-09,1.025549332647841199e-08,1.635940784832055835e-10,1.058925682177328146e-09
3.173229634734972955e-05,1.578754451565810221e-09,1.021909625406424817e-08,1.632031453768839490e-10,1.056395217076539813e-09
3.210010895543168686e-05,1.573186154632664142e-09,1.018305330750305727e-08,1.628189148700914530e-10,1.053908137132748723e-09
3.247218492073125124e-05,1.567672406285484050e-09,1.014736344767423019e-08,1.624413973783064087e-10,1.051464509764149339e-09
3.284857366030040257e-05,1.562213047782429969e-09,1.011202564706006665e-08,1.620706039641264972e-10,1.049064406577666251e-09
3.322932516398968385e-05,1.556807922156713556e-09,1.007703888963257547e-08,1.617065463455494918e-10,1.046707903422552997e-09
3.361449000108761818e-05,1.551456874198610438e-09,1.004240217073703398e-08,1.613492369044276129e-10,1.044395080445117298e-09
3.400411932703702948e-05,1.546159750437054615e-09,1.000811449697285756e-08,1.609986886951014838e-10,1.042126022144606826e-09
3.439826489022920894e-05,1.540916399120776885e-09,9.974174886071507686e-09,1.606549154532139986e-10,1.039900817430260060e-09
3.479697903887688269e-05,1.535726670198953154e-09,9.940582366771233681e-09,1.603179316047105385e-10,1.037719559679565032e-09
3.520031472796675308e-05,1.530590415301355001e-09,9.907335978688586734e-09,1.599877522750275268e-10,1.035582346797735053e-09
3.560832552629274530e-05,1.525507487718030193e-09,9.874434772186893219e-09,1.596643932984746215e-10,1.033489281278437429e-09
3.602106562357066397e-05,1.520477742378416785e-09,9.841877808241066911e-09,1.593478712278132598e-10,1.031440470265796428e-09
3.643858983763540501e-05,1.515501035829981806e-09,9.809664158299339138e-09,1.590382033440366733e-10,1.029436025617696180e-09
3.686095362172154264e-05,1.510577226216284836e-09,9.777792904141255020e-09,1.587354076663549144e-10,1.027476063970414288e-09
3.728821307182830118e-05,1.505706173254460295e-09,9.746263137731944106e-09,1.584395029623896243e-10,1.025560706804610374e-09
3.772042493416993489e-05,1.500887738212171361e-09,9.715073961072921803e-09,1.581505087585829384e-10,1.023690080512701591e-09
3.815764661271244413e-05,1.496121783883949502e-09,9.684224486048943501e-09,1.578684453508253607e-10,1.021864316467656134e-09
3.859993617679763090e-05,1.491408174566935132e-09,9.653713834270987502e-09,1.575933338153061508e-10,1.020083551093227077e-09
3.904735236885555739e-05,1.486746776036006975e-09,9.623541136915255884e-09,1.573251960195933305e-10,1.018347925935670586e-09
3.949995461220639028e-05,1.482137455518261687e-09,9.593705534557996470e-09,1.570640546339458958e-10,1.016657587736969605e-09
3.995780301895265397e-05,1.477580081666883007e-09,9.564206177006346037e-09,1.568099331428651353e-10,1.015012688509603739e-09
4.042095839796309883e-05,1.473074524534322913e-09,9.535042223124759707e-09,1.565628558568893991e-10,1.013413385612896582e-09
4.088948226294864539e-05,1.468620655544821852e-09,9.506212840657104245e-09,1.563228479246390630e-10,1.011859841830978523e-09
4.136343684063277602e-05,1.464218347466236417e-09,9.477717206044330910e-09,1.560899353451150758e-10,1.010352225452397709e-09
4.184288507901584570e-05,1.459867474381177154e-09,9.449554504237638516e-09,1.558641449802594901e-10,1.008890710351419904e-09
4.232789065573552758e-05,1.455567911657426307e-09,9.421723928506991046e-09,1.556455045677824749e-10,1.007475476071057367e-09
4.281851798652415236e-05,1.451319535917627442e-09,9.394224680244935225e-09,1.554340427342625551e-10,1.006106707907865408e-09
4.331483223376403243e-05,1.447122225008243629e-09,9.367055968765650228e-09,1.552297890085261554e-10,1.004784596998546130e-09
4.381689931514194311e-05,1.442975857967753387e-09,9.340217011099102125e-09,1.550327738353133987e-10,1.003509340408406095e-09
4.432478591240400772e-05,1.438880314994097400e-09,9.313707031780319627e-09,1.548430285892375292e-10,1.002281141221713389e-09
4.483855948021190816e-05,1.434835477411337142e-09,9.287525262633579350e-09,1.546605855890433604e-10,1.001100208633991963e-09
4.535828825510191179e-05,1.430841227635537816e-09,9.261670942551578371e-09,1.544854781121745460e-10,9.999667580463125643e-10
4.588404126454761567e-05,1.426897449139851606e-09,9.236143317269410436e-09,1.543177404096549727e-10,9.988810111616193702e-10
4.641588833612781789e-05,1.423004026418785345e-09,9.210941639133282951e-09,1.541574077212939427e-10,9.978431960831508305e-10
4.695390010680062706e-05,1.419160844951673243e-09,9.186065166864083947e-09,1.540045162912215563e-10,9.968535474149987749e-10
4.749814803228504342e-05,1.415367791165301982e-09,9.161513165315441678e-09,1.538591033837644012e-10,9.959123063648694735e-10
4.804870439655133953e-05,1.411624752395718950e-09,9.137284905226528312e-09,1.537212072996697182e-10,9.950197208491014536e-10
4.860564232142138599e-05,1.407931616849201318e-09,9.113379662969419118e-09,1.535908673926859522e-10,9.941760455999884618e-10
4.916903577628031102e-05,1.404288273562369799e-09,9.089796720290902931e-09,1.534681240865113472e-10,9.933815422754869813e-10
4.973895958790067998e-05,1.400694612361456420e-09,9.066535364048829907e-09,1.533530188921177444e-10,9.926364795713506966e-10
5.031548945038056354e-05,1.397150523820722764e-09,9.043594885942965156e-09,1.532455944254621222e-10,9.919411333357748312e-10
5.089870193519684978e-05,1.393655899220016307e-09,9.020974582240244004e-09,1.531458944255946394e-10,9.912957866866072274e-10
5.148867450137497919e-05,1.390210630501454686e-09,8.998673753494407400e-09,1.530539637731745566e-10,9.907007301312018532e-10
5.208548550577665455e-05,1.386814610225279075e-09,8.976691704260232518e-09,1.529698485094058732e-10,9.901562616889842222e-10
5.268921421350677227e-05,1.383467731524810680e-09,8.955027742801981375e-09,1.528935958554033840e-10,9.896626870168073062e-10
5.329994080844093065e-05,1.380169888060582128e-09,8.933681180796494271e-09,1.528252542320025945e-10,9.892203195371787997e-10
5.391774640387505315e-05,1.376920973973587703e-09,8.912651333030582306e-09,1.527648732800249483e-10,9.888294805694345936e-10
5.454271305329835997e-05,1.373720883837705361e-09,8.891937517093071351e-09,1.527125038810121171e-10,9.884904994639504842e-10
5.517492376129128718e-05,1.370569512611263654e-09,8.871539053061279084e-09,1.526681981784432611e-10,9.882037137394789704e-10
5.581446249454966800e-05,1.367466755587773816e-09,8.851455263182131903e-09,1.526320095994492179e-10,9.879694692237019222e-10
5.646141419303672785e-05,1.364412508345841496e-09,8.831685471547934942e-09,1.526039928770379666e-10,9.877881201970940393e-10
5.711586478126435033e-05,1.361406666698279230e-09,8.812229003766988750e-09,1.525842040728473941e-10,9.876600295401996714e-10
5.777790117970507076e-05,1.358449126640396481e-09,8.793085186628878929e-09,1.525727006004418545e-10,9.875855688844263958e-10
5.844761131633637632e-05,1.355539784297531784e-09,8.774253347764849008e-09,1.525695412491674893e-10,9.875651187664610264e-10
5.912508413831881707e-05,1.352678535871812088e-09,8.755732815303183764e-09,1.525747862085852040e-10,9.875990687864180684e-10
5.981040962380943893e-05,1.349865277588181296e-09,8.737522917519869348e-09,1.525884970934993959e-10,9.876878177698511059e-10
6.050367879391225302e-05,1.347099905639701080e-09,8.719622982484511998e-09,1.526107369695995186e-10,9.878317739337247309e-10
6.120498372476702897e-05,1.344382316132175275e-09,8.702032337701915725e-09,1.526415703797365089e-10,9.880313550565004549e-10
6.191441755977847869e-05,1.341712405028114394e-09,8.684750309749352028e-09,1.526810633708524522e-10,9.882869886524499265e-10
6.263207452198692193e-05,1.339090068090045214e-09,8.667776223909632501e-09,1.527292835215859523e-10,9.885991121503391794e-10
6.335804992658254750e-05,1.336515200823278980e-09,8.651109403800636147e-09,1.527862999705747620e-10,9.889681730766305256e-10
6.409244019356456464e-05,1.333987698418079068e-09,8.634749171000975407e-09,1.528521834454788112e-10,9.893946292433439587e-10
6.483534286054727050e-05,1.331507455691335658e-09,8.618694844672459345e-09,1.529270062927482394e-10,9.898789489407428799e-10
6.558685659571435525e-05,1.329074367027770145e-09,8.602945741179522744e-09,1.530108425081603453e-10,9.904216111349955233e-10
6.634708121092350460e-05,1.326688326320726796e-09,8.587501173705961888e-09,1.531037677681529038e-10,9.910231056709926107e-10
6.711611767496287204e-05,1.324349226912584516e-09,8.572360451869246719e-09,1.532058594619799075e-10,9.916839334804875008e-10
6.789406812696112826e-05,1.322056961534859668e-09,8.557522881332806388e-09,1.533171967247187877e-10,9.924046067957484623e-10
6.868103588995308007e-05,1.319811422248071695e-09,8.542987763416774608e-09,1.534378604711582975e-10,9.931856493689100158e-10
6.947712548460240371e-05,1.317612500381388716e-09,8.528754394707338718e-09,1.535679334305980267e-10,9.940275966972278624e-10
7.028244264308352554e-05,1.315460086472185026e-09,8.514822066665493179e-09,1.537075001825915991e-10,9.949309962544388200e-10
7.109709432312438478e-05,1.313354070205524349e-09,8.501190065235323232e-09,1.538566471936670817e-10,9.958964077284488973e-10
7.192118872221193494e-05,1.311294340353677021e-09,8.487857670452511896e-09,1.540154628550591123e-10,9.969244032655691232e-10
7.275483529196232206e-05,1.309280784715743243e-09,8.474824156053518635e-09,1.541840375214895049e-10,9.980155677215365315e-10
7.359814475265770482e-05,1.307313290057458324e-09,8.462088789085950816e-09,1.543624635510339429e-10,9.991704989195684561e-10
7.445122910795143767e-05,1.305391742051293224e-09,8.449650829520844309e-09,1.545508353461144657e-10,1.000389807915701185e-09
7.531420165974375832e-05,1.303516025216907474e-09,8.437509529867218827e-09,1.547492493956581759e-10,1.001674119271678499e-09
7.618717702322998534e-05,1.301686022862079591e-09,8.425664134789723609e-09,1.549578043184658019e-10,1.003024071335671749e-09
7.707027114212302839e-05,1.299901617024223545e-09,8.414113880730089800e-09,1.551766009078343180e-10,1.004440316531117264e-09
7.796360130405236585e-05,1.298162688412563871e-09,8.402857995532821295e-09,1.554057421774800472e-10,1.005923521653969495e-09
7.886728615614156353e-05,1.296469116351121009e-09,8.391895698076171267e-09,1.556453334088105603e-10,1.007474368178688978e-09
7.978144572076628584e-05,1.294820778722605289e-09,8.381226197908940399e-09,1.558954821995962669e-10,1.009093552573286271e-09
8.070620141149507638e-05,1.293217551913338087e-09,8.370848694893985199e-09,1.561562985140934509e-10,1.010781786623764319e-09
8.164167604921472403e-05,1.291659310759336801e-09,8.360762378859220575e-09,1.564278947346738596e-10,1.012539797768308727e-09
8.258799387844272151e-05,1.290145928493690664e-09,8.350966429256991818e-09,1.567103857150176908e-10,1.014368329441600238e-09
8.354528058382871408e-05,1.288677276695379147e-09,8.341460014832783810e-09,1.570038888349288354e-10,1.016268141429629936e-09
8.451366330684721500e-05,1.287253225239631814e-09,8.332242293303897744e-09,1.573085240568344669e-10,1.018240010235412122e-09
8.549327066268385105e-05,1.285873642250041394e-09,8.323312411049496629e-09,1.576244139840323344e-10,1.020284729456012006e-09
8.648423275731726594e-05,1.284538394052516697e-09,8.314669502812540680e-09,1.579516839207533032e-10,1.022403110171325756e-09
8.748668120479914808e-05,1.283247345131275994e-09,8.306312691414934439e-09,1.582904619341076183e-10,1.024595981345050517e-09
8.850074914473438851e-05,1.282000358087020828e-09,8.298241087486803794e-09,1.586408789179876832e-10,1.026864190238319586e-09
8.952657125996401179e-05,1.280797293597452001e-09,8.290453789210900483e-09,1.590030686590017471e-10,1.029208602836482944e-09
9.056428379445293972e-05,1.279638010380316103e-09,8.282949882083427776e-09,1.593771679045166452e-10,1.031630104289541433e-09
9.161402457138520365e-05,1.278522365159129010e-09,8.275728438692159208e-09,1.597633164328905504e-10,1.034129599366755503e-09
9.267593301146882789e-05,1.277450212631773836e-09,8.268788518513175486e-09,1.601616571259797747e-10,1.036708012925971151e-09
9.375015015145289155e-05,1.276421405442141661e-09,8.262129167727309800e-09,1.605723360440069380e-10,1.039366290398235472e-09
9.483681866285927585e-05,1.275435794155006338e-09,8.255749419057504262e-09,1.609955025028814431e-10,1.042105398288282293e-09
9.593608287093146887e-05,1.274493227234301280e-09,8.249648291628200786e-09,1.614313091540658058e-10,1.044926324691496679e-09
9.704808877380307014e-05,1.273593551025021575e-09,8.243824790848202385e-09,1.618799120670866630e-10,1.047830079828001269e-09
9.817298406188840773e-05,1.272736609738902390e-09,8.238277908317957802e-09,1.623414708147907012e-10,1.050817696594506711e-09
9.931091813749800526e-05,1.271922245444091413e-09,8.233006621762730286e-09,1.628161485614517480e-10,1.053890231134618581e-09
1.004620421346813112e-04,1.271150298059011379e-09,8.228009894992849904e-09,1.633041121538375411e-10,1.057048763428303446e-09
1.016265089392995232e-04,1.270420605350591558e-09,8.223286677892283559e-09,1.638055322153498875e-10,1.060294397901245940e-09
1.028044732093309733e-04,1.269733002937076656e-09,8.218835906436806500e-09,1.643205832433547670e-10,1.063628264054856196e-09
1.039960913954120295e-04,1.269087324295604407e-09,8.214656502743057433e-09,1.648494437098253968e-10,1.067051517117720071e-09
1.052015217616159118e-04,1.268483400774754728e-09,8.210747375149759389e-09,1.653922961654226979e-10,1.070565338719301155e-09
1.064209244064724582e-04,1.267921061612256148e-09,8.207107418332345453e-09,1.659493273471451482e-10,1.074170937586744479e-09
1.076544612842315928e-04,1.267400133958049664e-09,8.203735513452226809e-09,1.665207282896820278e-10,1.077869550265654826e-09
1.089022962263730567e-04,1.266920442902893890e-09,8.200630528341978629e-09,1.671066944406116310e-10,1.081662441865760339e-09
1.101645949633656949e-04,1.266481811512709805e-09,8.197791317727623359e-09,1.677074257795876790e-10,1.085550906832393073e-09
1.114415251466788068e-04,1.266084060868840248e-09,8.195216723489243891e-09,1.683231269416654353e-10,1.089536269744764399e-09
1.127332563710487184e-04,1.265727010114415054e-09,8.192905574961088004e-09,1.689540073449223617e-10,1.093619886142039673e-09
1.140399601970033122e-04,1.265410476506979377e-09,8.190856689272231114e-09,1.696002813225335554e-10,1.097803143378246155e-09
1.153618101736478507e-04,1.265134275477583761e-09,8.189068871729061283e-09,1.702621682594687735e-10,1.102087461507097768e-09
1.166989818617147353e-04,1.264898220696467027e-09,8.187540916240435166e-09,1.709398927339829699e-10,1.106474294197847815e-09
1.180516528568805612e-04,1.264702124145511510e-09,8.186271605786667907e-09,1.716336846640774884e-10,1.110965129683313447e-09
1.194200028133532475e-04,1.264545796197613727e-09,8.185259712933295023e-09,1.723437794591159103e-10,1.115561491741270240e-09
1.208042134677328878e-04,1.264429045703099521e-09,8.184504000390431781e-09,1.730704181767852203e-10,1.120264940710442163e-09
1.222044686631488684e-04,1.264351680083328025e-09,8.184003221618649915e-09,1.738138476855973768e-10,1.125077074542355197e-09
1.236209543736769146e-04,1.264313505431589499e-09,8.183756121482088000e-09,1.745743208331353667e-10,1.129999529890375823e-09
1.250538587290391272e-04,1.264314326621416776e-09,8.183761436949530037e-09,1.753520966202519107e-10,1.135033983237279797e-09
1.265033720395903835e-04,1.264353947422402538e-09,8.184017897844087515e-09,1.761474403814395045e-10,1.140182152062763815e-09
1.279696868215941666e-04,1.264432170623588194e-09,8.184524227641878686e-09,1.769606239715930155e-10,1.145445796052342063e-09
1.294529978227916035e-04,1.264548798164530652e-09,8.185279144320391618e-09,1.777919259593985128e-10,1.150826718349127321e-09
1.309535020482667609e-04,1.264703631274054005e-09,8.186281361256636908e-09,1.786416318275847753e-10,1.156326766850036630e-09
1.324713987866117508e-04,1.264896470616760379e-09,8.187529588175480473e-09,1.795100341802861755e-10,1.161947835548028328e-09
1.340068896363950598e-04,1.265127116447308844e-09,8.189022532148265616e-09,1.803974329577697963e-10,1.167691865922004526e-09
1.355601785329368979e-04,1.265395368772461537e-09,8.190758898641734293e-09,1.813041356587918681e-10,1.173560848376099795e-09
1.371314717753945468e-04,1.265701027520897022e-09,8.192737392617197944e-09,1.822304575708536251e-10,1.179556823730100774e-09
1.387209780541621008e-04,1.266043892720751369e-09,8.194956719679746136e-09,1.831767220086387534e-10,1.185681884762824163e-09
1.403289084785873094e-04,1.266423764684834030e-09,8.197415587277132364e-09,1.841432605609217376e-10,1.191938177810326029e-09
1.419554766050101563e-04,1.266840444203461009e-09,8.200112705947943275e-09,1.851304133462478369e-10,1.198327904420889003e-09
1.436008984651260766e-04,1.267293732744804004e-09,8.203046790618460702e-09,1.861385292776932303e-10,1.204853323068784791e-09
1.452653925946781202e-04,1.267783432662654808e-09,8.206216561947472053e-09,1.871679663370272058e-10,1.211516750928894016e-09
1.469491800624817218e-04,1.268309347411461044e-09,8.209620747718191942e-09,1.882190918586065184e-10,1.218320565714321042e-09
1.486524844997857086e-04,1.268871281768494673e-09,8.213258084276325611e-09,1.892922828233438246e-10,1.225267207579219985e-09
1.503755321299738291e-04,1.269469042062978961e-09,8.217127318013169026e-09,1.903879261631061933e-10,1.232359181089129211e-09
1.521185517986104894e-04,1.270102436411961301e-09,8.221227206892413890e-09,1.915064190759074701e-10,1.239599057261176754e-09
1.538817750038346259e-04,1.270771274962742069e-09,8.225556522019334077e-09,1.926481693522758258e-10,1.246989475676618532e-09
1.556654359271062154e-04,1.271475370141600800e-09,8.230114049250781858e-09,1.938135957131874872e-10,1.254533146668245926e-09
1.574697714643086743e-04,1.272214536908562236e-09,8.234898590844245238e-09,1.950031281599730031e-10,1.262232853585289018e-09
1.592950212572122977e-04,1.272988593017939607e-09,8.239908967144328607e-09,1.962172083366181899e-10,1.270091455138547245e-09
1.611414277253019891e-04,1.273797359284328826e-09,8.245144018304484518e-09,1.974562899048942626e-10,1.278111887828565472e-09
1.630092360979741085e-04,1.274640659853751881e-09,8.250602606042112274e-09,1.987208389327697190e-10,1.286297168459778534e-09
1.648986944471065013e-04,1.275518322479591675e-09,8.256283615424639397e-09,2.000113342965735083e-10,1.294650396743667028e-09
1.668100537200059119e-04,1.276430178802979575e-09,8.262185956684441913e-09,2.013282680973944680e-10,1.303174757994064542e-09
1.687435677727375780e-04,1.277376064637227260e-09,8.268308567059949879e-09,2.026721460922232916e-10,1.311873525917887818e-09
1.706994934038408014e-04,1.278355820255945925e-09,8.274650412660583971e-09,2.040434881403598299e-10,1.320750065504683151e-09
1.726780903884355897e-04,1.279369290684393977e-09,8.281210490352646220e-09,2.054428286656311478e-10,1.329807836018506614e-09
1.746796215127245720e-04,1.280416325993680775e-09,8.287987829663641984e-09,2.068707171349858455e-10,1.339050394095813675e-09
1.767043526088946592e-04,1.281496781597329084e-09,8.294981494701909720e-09,2.083277185540528449e-10,1.348481396953152708e-09
1.787525525904235457e-04,1.282610518549790486e-09,8.302190586088871886e-09,2.098144139802776093e-10,1.358104605708636981e-09
1.808244934877951721e-04,1.283757403846423472e-09,8.309614242900757053e-09,2.113314010542719498e-10,1.367923888821311599e-09
