m_a_eV,dipole_cann1_D_0.15mm_GeVinv,dipole_cann1_D_1mm_GeVinv
7.707027114212302839e-05,2.643851621486797599e-10,3.156115067124669852e-11
7.796360130405236585e-05,2.625144500400193891e-10,3.142614812837459344e-11
7.886728615614156353e-05,2.606656261376185927e-10,3.129375607696166558e-11
7.978144572076628584e-05,2.588384238663241261e-10,3.116395841301894670e-11
8.070620141149507638e-05,2.570325792758538379e-10,3.103673942397691749e-11
8.164167604921472403e-05,2.552478310097587851e-10,3.091208378854614059e-11
8.258799387844272151e-05,2.534839202751231937e-10,3.078997657671840439e-11
8.354528058382871408e-05,2.517405908130142586e-10,3.067040324991206774e-11
8.451366330684721500e-05,2.500175888696819376e-10,3.055334966126541180e-11
8.549327066268385105e-05,2.483146631685315909e-10,3.043880205608197337e-11
8.648423275731726594e-05,2.466315648828638301e-10,3.032674707243215080e-11
8.748668120479914808e-05,2.449680476094009649e-10,3.021717174191523764e-11
8.850074914473438851e-05,2.433238673426039755e-10,3.011006349058626563e-11
8.952657125996401179e-05,2.416987824497877664e-10,3.000541014005245839e-11
9.056428379445293972e-05,2.400925536470484004e-10,2.990319990874382615e-11
9.161402457138520365e-05,2.385049439760031427e-10,2.980342141336294835e-11
9.267593301146882789e-05,2.369357187813574769e-10,2.970606367051887509e-11
9.375015015145289155e-05,2.353846456893035941e-10,2.961111609855058218e-11
9.483681866285927585e-05,2.338514945867581590e-10,2.951856851954511086e-11
9.593608287093146887e-05,2.323360376014449644e-10,2.942841116155606623e-11
9.704808877380307014e-05,2.308380490828328383e-10,2.934063466102826456e-11
9.817298406188840773e-05,2.293573055839284936e-10,2.925523006543422932e-11
9.931091813749800526e-05,2.278935858439337560e-10,2.917218883612870747e-11
1.004620421346813112e-04,2.264466707717718748e-10,2.909150285142742921e-11
1.016265089392995232e-04,2.250163434304834582e-10,2.901316440991644763e-11
1.028044732093309733e-04,2.236023890224975919e-10,2.893716623399851400e-11
1.039960913954120295e-04,2.222045948757788903e-10,2.886350147368352953e-11
1.052015217616159118e-04,2.208227504308534274e-10,2.879216371062961669e-11
1.064209244064724582e-04,2.194566472287117629e-10,2.872314696244209969e-11
1.076544612842315928e-04,2.181060788995895554e-10,2.865644568723759621e-11
1.089022962263730567e-04,2.167708411526226092e-10,2.859205478848062006e-11
1.101645949633656949e-04,2.154507317663749326e-10,2.852996962010028454e-11
1.114415251466788068e-04,2.141455505802336812e-10,2.847018599189493902e-11
1.127332563710487184e-04,2.128550994866673677e-10,2.841270017523267443e-11
1.140399601970033122e-04,2.115791824243366627e-10,2.835750890905574330e-11
1.153618101736478507e-04,2.103176053720553811e-10,2.830460940619732131e-11
1.166989818617147353e-04,2.090701763435845438e-10,2.825399936001907270e-11
1.180516528568805612e-04,2.078367053832529217e-10,2.820567695137811772e-11
1.194200028133532475e-04,2.066170045623910081e-10,2.815964085593237844e-11
1.208042134677328878e-04,2.054108879765596275e-10,2.811589025179320459e-11
1.222044686631488684e-04,2.042181717435615490e-10,2.807442482753468557e-11
1.236209543736769146e-04,2.030386740022142085e-10,2.803524479056893170e-11
1.250538587290391272e-04,2.018722149118661698e-10,2.799835087589696009e-11
1.265033720395903835e-04,2.007186166526349908e-10,2.796374435524506930e-11
1.279696868215941666e-04,1.995777034263399474e-10,2.793142704659668712e-11
1.294529978227916035e-04,1.984493014581104084e-10,2.790140132412990838e-11
1.309535020482667609e-04,1.973332389986355599e-10,2.787367012857114023e-11
1.324713987866117508e-04,1.962293463270310002e-10,2.784823697797564691e-11
1.340068896363950598e-04,1.951374557542898661e-10,2.782510597894564715e-11
1.355601785329368979e-04,1.940574016272843449e-10,2.780428183829741887e-11
1.371314717753945468e-04,1.929890203332846401e-10,2.778576987518846812e-11
1.387209780541621008e-04,1.919321503049575717e-10,2.776957603371662717e-11
1.403289084785873094e-04,1.908866320258061420e-10,2.775570689600290466e-11
1.419554766050101563e-04,1.898523080360106715e-10,2.774416969577028215e-11
1.436008984651260766e-04,1.888290229386293964e-10,2.773497233243094577e-11
1.452653925946781202e-04,1.878166234061152039e-10,2.772812338569488383e-11
1.469491800624817218e-04,1.868149581871014868e-10,2.772363213071282061e-11
1.486524844997857086e-04,1.858238781134131187e-10,2.772150855376711203e-11
1.503755321299738291e-04,1.848432361072539818e-10,2.772176336852458130e-11
1.521185517986104894e-04,1.838728871885192437e-10,2.772440803286534366e-11
1.538817750038346259e-04,1.829126884821852076e-10,2.772945476630264204e-11
1.556654359271062154e-04,1.819624992257235651e-10,2.773691656800871203e-11
1.574697714643086743e-04,1.810221807764861803e-10,2.774680723546238941e-11
1.592950212572122977e-04,1.800915966190105938e-10,2.775914138373478734e-11
1.611414277253019891e-04,1.791706123721888095e-10,2.777393446542969352e-11
1.630092360979741085e-04,1.782590957962471478e-10,2.779120279129618079e-11
1.648986944471065013e-04,1.773569167994804782e-10,2.781096355153144827e-11
1.668100537200059119e-04,1.764639474446892611e-10,2.783323483779260151e-11
1.687435677727375780e-04,1.755800619552597649e-10,2.785803566593691710e-11
1.706994934038408014e-04,1.747051367208384477e-10,2.788538599951083485e-11
1.726780903884355897e-04,1.738390503025405837e-10,2.791530677400878386e-11
1.746796215127245720e-04,1.729816834376457805e-10,2.794781992192396603e-11
1.767043526088946592e-04,1.721329190437214482e-10,2.798294839861399337e-11
1.787525525904235457e-04,1.712926422221278996e-10,2.802071620900554482e-11
1.808244934877951721e-04,1.704607402608519613e-10,2.806114843516315878e-11
1.829204504846293803e-04,1.696371026366207556e-10,2.810427126474845955e-11
1.850407019542302061e-04,1.688216210162494109e-10,2.815011202039749947e-11
1.871855294965579319e-04,1.680141892571760146e-10,2.819869919004505151e-11
1.893552179756295359e-04,1.672147034071420627e-10,2.825006245822633208e-11
1.915500555573527931e-04,1.664230617029773579e-10,2.830423273838796830e-11
1.937703337477988843e-04,1.656391645684503478e-10,2.836124220624163276e-11
1.960163474319185771e-04,1.648629146111488265e-10,2.842112433419565948e-11
1.982883949127071325e-04,1.640942166183594126e-10,2.848391392690151838e-11
2.005867779508234102e-04,1.633329775519141876e-10,2.854964715795413888e-11
2.029118018046678087e-04,1.625791065419800433e-10,2.861836160778691487e-11
2.052637752709252192e-04,1.618325148797667481e-10,2.869009630280458231e-11
2.076430107255774669e-04,1.610931160091347351e-10,2.876489175579910239e-11
2.100498241653915262e-04,1.603608255170869706e-10,2.884279000769649447e-11
2.124845352498882828e-04,1.596355611231330144e-10,2.892383467068461149e-11
2.149474673437980470e-04,1.589172426675167145e-10,2.900807097277485241e-11
2.174389475600079977e-04,1.582057920983044087e-10,2.909554580385346203e-11
2.199593068030074913e-04,1.575011334573321861e-10,2.918630776328091563e-11
2.225088798128369288e-04,1.568031928650182044e-10,2.928040720910115530e-11
2.250880052095461704e-04,1.561118985040452864e-10,2.937789630892557945e-11
2.276970255381680010e-04,1.554271806019296388e-10,2.947882909255997305e-11
2.303362873142130959e-04,1.547489714124881553e-10,2.958326150644653695e-11
2.330061410696924790e-04,1.540772051962274118e-10,2.969125146999633517e-11
2.357069413996727572e-04,1.534118181996774637e-10,2.980285893389201537e-11
2.384390470093720473e-04,1.527527486336982842e-10,2.991814594044437986e-11
2.412028207618007131e-04,1.520999366507920100e-10,3.003717668609078590e-11
2.439986297259550470e-04,1.514533243214562775e-10,3.016001758612810963e-11
2.468268452255692339e-04,1.508128556096165703e-10,3.028673734177733835e-11
2.496878428884326717e-04,1.501784763471828163e-10,3.041740700968230984e-11
2.525820026962784779e-04,1.495501342077742794e-10,3.055210007394987996e-11
2.555097090352507149e-04,1.489277786796624304e-10,3.069089252084459695e-11
2.584713507469563534e-04,1.483113610379840885e-10,3.083386291625638237e-11
2.614673211801091831e-04,1.477008343162780595e-10,3.098109248606599379e-11
2.644980182427719858e-04,1.470961532774045152e-10,3.113266519953895719e-11
2.675638444552045064e-04,1.464972743839040104e-10,3.128866785588554614e-11
2.706652070033241072e-04,1.459041557678583299e-10,3.144919017413095681e-11
2.738025177927857720e-04,1.453167572003162391e-10,3.161432488644731142e-11
2.769761935036891046e-04,1.447350400603474160e-10,3.178416783510626999e-11
2.801866556459195316e-04,1.441589673037905855e-10,3.195881807321935381e-11
2.834343306151309184e-04,1.435885034317616424e-10,3.213837796944095518e-11
2.867196497493769728e-04,1.430236144589890477e-10,3.232295331681801650e-11
2.900430493863991868e-04,1.424642678820422094e-10,3.251265344597913762e-11
2.934049709215786890e-04,1.419104326475220968e-10,3.270759134286573196e-11
2.968058608665602493e-04,1.413620791202783506e-10,3.290788377121756467e-11
3.002461709085549389e-04,1.408191790517215446e-10,3.311365140003570808e-11
3.037263579703311511e-04,1.402817055482942404e-10,3.332501893625698695e-11
3.072468842709003239e-04,1.397496330401666985e-10,3.354211526288545057e-11
3.108082173869063645e-04,1.392229372502192862e-10,3.376507358283871293e-11
3.144108303147264728e-04,1.387015951633740579e-10,3.399403156877985584e-11
3.180552015332919840e-04,1.381855849963352480e-10,3.422913151921900560e-11
3.217418150676371437e-04,1.376748861677959050e-10,3.447052052118279485e-11
3.254711605531848163e-04,1.371694792691682350e-10,3.471835061976535970e-11
3.292437333007768767e-04,1.366693460358886029e-10,3.497277899488937260e-11
3.330600343624588820e-04,1.361744693193510356e-10,3.523396814562339597e-11
3.369205705980267201e-04,1.356848330595152138e-10,3.550208608241810080e-11
3.408258547423452110e-04,1.352004222582361781e-10,3.577730652764354642e-11
3.447764054734464112e-04,1.347212229533575756e-10,3.605980912482818060e-11
3.487727474814177595e-04,1.342472221936088738e-10,3.634977965702155134e-11
3.528154115380883050e-04,1.337784080143428087e-10,3.664741027472404096e-11
3.569049345675229896e-04,1.333147694141476286e-10,3.695289973384995856e-11
3.610418597173337151e-04,1.328562963323633687e-10,3.726645364421478673e-11
3.652267364308175480e-04,1.324029796275311855e-10,3.758828472906268522e-11
3.694601205199302477e-04,1.319548110567990149e-10,3.791861309617792221e-11
3.737425742391063937e-04,1.315117832563051393e-10,3.825766652115204153e-11
3.780746663599348950e-04,1.310738897225585845e-10,3.860568074340985769e-11
3.824569722466999088e-04,1.306411247948297114e-10,3.896289977562831939e-11
3.868900739327975780e-04,1.302134836385657870e-10,3.932957622721761141e-11
3.913745601980383993e-04,1.297909622298387487e-10,3.970597164256908480e-11
3.959110266468458469e-04,1.293735573408330180e-10,4.009235685481333412e-11
4.005000757873611187e-04,1.289612665263770359e-10,4.048901235587206540e-11
4.051423171114647368e-04,1.285540881115201727e-10,4.089622868363065121e-11
4.098383671757261184e-04,1.281520211801539032e-10,4.131430682710356358e-11
4.145888496832911426e-04,1.277550655646741419e-10,4.174355865051372473e-11
4.193943955667186118e-04,1.273632218366797786e-10,4.218430733725780944e-11
4.242556430717776958e-04,1.269764912987000447e-10,4.263688785478421804e-11
4.291732378422157359e-04,1.265948759769413287e-10,4.310164744146853465e-11
4.341478330055092592e-04,1.262183786150439782e-10,4.357894611663252971e-11
4.391800892596086085e-04,1.258470026688357527e-10,4.406915721491824193e-11
4.442706749606882793e-04,1.254807523020694901e-10,4.457266794629819689e-11
4.494202662119142376e-04,1.251196323831300499e-10,4.508987998307673580e-11
4.546295469532399291e-04,1.247636484826957953e-10,4.562121007531546084e-11
4.598992090522438817e-04,1.244128068723376084e-10,4.616709069620004024e-11
4.652299523960188752e-04,1.240671145240393317e-10,4.672797071895374318e-11
4.706224849841281286e-04,1.237265791106221122e-10,4.730431612699811647e-11
4.760775230226368536e-04,1.233912090070555339e-10,4.789661075916138783e-11
4.815957910192350034e-04,1.230610132926369806e-10,4.850535709184239081e-11
4.871780218794630342e-04,1.227360017540227617e-10,4.913107706015233887e-11
4.928249570040513054e-04,1.224161848890925706e-10,4.977431292017713703e-11
4.985373463873893265e-04,1.221015739116304479e-10,5.043562815463373067e-11
5.043159487171358559e-04,1.217921807568052672e-10,5.111560842433041106e-11
5.101615314749833501e-04,1.214880180874345854e-10,5.181486256798974758e-11
5.160748710385908026e-04,1.211890993010158851e-10,5.253402365314769328e-11
5.220567527846975506e-04,1.208954385375104993e-10,5.327375008101131024e-11
5.281079711934330654e-04,1.206070506878654587e-10,5.403472674833488832e-11
5.342293299538351933e-04,1.203239514032613446e-10,5.481766626956523161e-11
5.404216420705914865e-04,1.200461571050719579e-10,5.562331026270959835e-11
5.466857299720180412e-04,1.197736849955263147e-10,5.645243070259737338e-11
5.530224256192900478e-04,1.195065530690614677e-10,5.730583134543795630e-11
5.594325706169377133e-04,1.192447801243582944e-10,5.818434922882528919e-11
5.659170163246242521e-04,1.189883857770513340e-10,5.908885625160380967e-11
5.724766239702178735e-04,1.187373904731074514e-10,6.002026083829388562e-11
5.791122647641758691e-04,1.184918155028664786e-10,6.097950969307766510e-11
5.858248200152535966e-04,1.182516830157414807e-10,6.196758964866896613e-11
5.926151812475552710e-04,1.180170160355746661e-10,6.298552961573868623e-11
5.994842503189408769e-04,1.177878384766486564e-10,6.403440263893676079e-11
6.064329395408061141e-04,1.175641751603519525e-10,6.511532806594916652e-11
6.134621717992506636e-04,1.173460518325014928e-10,6.622947383645419885e-11
6.205728806776500623e-04,1.171334951813236464e-10,6.737805889829682698e-11
6.277660105806500508e-04,1.169265328560984252e-10,6.856235575868893604e-11
6.350425168595961881e-04,1.167251934864722379e-10,6.978369317876693578e-11
6.424033659394191159e-04,1.165295067024458051e-10,7.104345902039878535e-11
6.498495354469888087e-04,1.163395031550457902e-10,7.234310325473597620e-11
6.573820143409585173e-04,1.161552145376885358e-10,7.368414114265155256e-11
6.650018030431118507e-04,1.159766736082481948e-10,7.506815659789987359e-11
6.727099135712337041e-04,1.158039142118398702e-10,7.649680574457874898e-11
6.805073696735206446e-04,1.156369713043321199e-10,7.797182068127557540e-11
6.883952069645496224e-04,1.154758809766030205e-10,7.949501346513982104e-11
6.963744730628222430e-04,1.153206804795555954e-10,8.106828033004856698e-11
7.044462277299036847e-04,1.151714082499108439e-10,8.269360615402803685e-11
7.126115430111745839e-04,1.150281039367951230e-10,8.437306919216325494e-11
7.208715033782135597e-04,1.148908084291435552e-10,8.610884609238072623e-11
7.292272058728313045e-04,1.147595638839392383e-10,8.790321721272963505e-11
7.376797602527730442e-04,1.146344137553110935e-10,8.975857226012179252e-11
7.462302891391107279e-04,1.145154028245139156e-10,9.167741627193123991e-11
7.548799281653431614e-04,1.144025772308155040e-10,9.366237596340518509e-11
7.636298261282241416e-04,1.142959845033171114e-10,9.571620646551021094e-11
7.724811451403400600e-04,1.141956735937346763e-10,9.784179847964319753e-11
7.814350607844542133e-04,1.141016949101697509e-10,1.000421858775823160e-10
7.904927622696419996e-04,1.140141003519002011e-10,1.023205537771557450e-10
7.996554525892346716e-04,1.139329433452224202e-10,1.046802471263756599e-10
8.089243486805937659e-04,1.138582788803778347e-10,1.071247798312363955e-10
8.183006815867389754e-04,1.137901635495981206e-10,1.096578444650270805e-10
8.277856966198472461e-04,1.137286555863052661e-10,1.122833225998727023e-10
8.373806535266489033e-04,1.136738149055030859e-10,1.150052958043183132e-10
8.470868266557402123e-04,1.136257031454001348e-10,1.178280573541237021e-10
8.569055051268347108e-04,1.135843837103031590e-10,1.207561247070671021e-10
8.668379930019773794e-04,1.135499218148245871e-10,1.237942527964865947e-10
8.768856094587426870e-04,1.135223845294465596e-10,1.269474482025491950e-10
8.870496889654402514e-04,1.135018408274878954e-10,1.302209842648528567e-10
8.973315814583519715e-04,1.134883616335205361e-10,1.336204172049739871e-10
9.077326525210223113e-04,1.134820198732855025e-10,1.371516033330016283e-10
9.182542835656281937e-04,1.134828905251583526e-10,1.408207174179967799e-10
9.288978720164497516e-04,1.134910506732183115e-10,1.446342723087092909e-10
9.396648314954690433e-04,1.135065795619752898e-10,1.485991398978401478e-10
9.505565920101191743e-04,1.135295586528126564e-10,1.527225735306863776e-10
9.615746001432095213e-04,1.135600716822050503e-10,1.570122319672190182e-10
9.727203192450537298e-04,1.135982047217732046e-10,1.614762050155767619e-10
9.839952296278227113e-04,1.136440462402400338e-10,1.661230409646723131e-10
9.954008287621518049e-04,1.136976871673545691e-10,1.709617759541941380e-10
1.006938631476027041e-03,1.137592209598536931e-10,1.760019654318062740e-10
1.018610170155975336e-03,1.138287436695331847e-10,1.812537178599028577e-10
1.030416994950587558e-03,1.139063540135036067e-10,1.867277308479680290e-10
1.042360673976401152e-03,1.139921534467087383e-10,1.924353299015173389e-10
1.054442793526168438e-03,1.140862462367877865e-10,1.983885099948873053e-10
1.066664958279538774e-03,1.141887395413654878e-10,2.045999801929249995e-10
1.079028791516183647e-03,1.142997434878581319e-10,2.110832115660600449e-10
1.091535935331391146e-03,1.144193712558862638e-10,2.178524886644574268e-10
1.104188050854160164e-03,1.145477391623891783e-10,2.249229648401700516e-10
1.116986818467822530e-03,1.146849667495401695e-10,2.323107217315894428e-10
1.129933938033221693e-03,1.148311768755645645e-10,2.400328332522726362e-10
1.143031129114478739e-03,1.149864958085679707e-10,2.481074344566543519e-10
1.156280131207375458e-03,1.151510533234859534e-10,2.565537956884660512e-10
1.169682703970384603e-03,1.153249828022705361e-10,2.653924024542205176e-10
1.183240627458377906e-03,1.155084213374345758e-10,2.746450415041720147e-10
1.196955702359042868e-03,1.157015098390791247e-10,2.843348936471126368e-10
1.210829750232039325e-03,1.159043931455347818e-10,2.944866338736145487e-10
1.224864613750930708e-03,1.161172201377532242e-10,3.051265394153212943e-10
1.239062156947915577e-03,1.163401438575905580e-10,3.162826064261211466e-10
1.253424265461399551e-03,1.165733216301302566e-10,3.279846760350824092e-10
1.267952846786433866e-03,1.168169151902002813e-10,3.402645705914575684e-10
1.282649830528059809e-03,1.170710908132440007e-10,3.531562409996261595e-10
1.297517168657586796e-03,1.173360194507129198e-10,3.666959261272267096e-10
1.312556835771842671e-03,1.176118768701554553e-10,3.809223253638543975e-10
1.327770829355428986e-03,1.178988438001834138e-10,3.958767855114543865e-10
1.343161170046015297e-03,1.181971060805064512e-10,4.116035033020160156e-10
1.358729901902709127e-03,1.185068548172313806e-10,4.281497449645345966e-10
1.374479092677536717e-03,1.188282865436340564e-10,4.455660844027697826e-10
1.390410834090069709e-03,1.191616033866177624e-10,4.639066616995630411e-10
1.406527242105236331e-03,1.195070132390840553e-10,4.832294638340264643e-10
1.422830457214352027e-03,1.198647299384498173e-10,5.035966296866155723e-10
1.439322644719406375e-03,1.202349734515558828e-10,5.250747816160082940e-10
1.456005995020648574e-03,1.206179700662225003e-10,5.477353861231399730e-10
1.472882723907501879e-03,1.210139525897188603e-10,5.716551463742485586e-10
1.489955072852853580e-03,1.214231605544255808e-10,5.969164296393156092e-10
1.507225309310755452e-03,1.218458404309809003e-10,6.236077330180246103e-10
1.524695727017573053e-03,1.222822458492157867e-10,6.518241911759987279e-10
1.542368646296627451e-03,1.227326378271949487e-10,6.816681302037378190e-10
1.560246414366367983e-03,1.231972850086969785e-10,7.132496721438960910e-10
1.578331405652116590e-03,1.236764639094804435e-10,7.466873952145917545e-10
1.596626022101425152e-03,1.241704591726993978e-10,7.821090552931157200e-10
1.615132693503091351e-03,1.246795638338483758e-10,8.196523748223131152e-10
1.633853877809862123e-03,1.252040795956337085e-10,8.594659059684366825e-10
1.652792061464895606e-03,1.257443171131869241e-10,9.017099756029220986e-10
1.671949759731990040e-03,1.263005962900553547e-10,9.465577205104798985e-10
1.691329517029648791e-03,1.268732465854245126e-10,9.941962221532487979e-10
1.710933907269015109e-03,1.274626073330486906e-10,1.044827751357180156e-09
1.730765534195725843e-03,1.280690280723883958e-10,1.098671134446278972e-09
1.750827031735725098e-03,1.286928688924767233e-10,1.155963253648160367e-09
1.771121064345088569e-03,1.293345007890609447e-10,1.216960696048224777e-09
1.791650327363901278e-03,1.299943060355928315e-10,1.281941566999384114e-09
1.812417547374237711e-03,1.306726785686662317e-10,1.351207485722470088e-09
1.833425482562290546e-03,1.313700243885323902e-10,1.425085782884645258e-09
1.854676923084699371e-03,1.320867619753498736e-10,1.503931922248680226e-09
1.876174691439121654e-03,1.328233227218613968e-10,1.588132171077824945e-09
1.897921642839101508e-03,1.335801513832207148e-10,1.678106546897127902e-09
1.919920665593284788e-03,1.343577065447290608e-10,1.774312071495362393e-09
1.942174681489026522e-03,1.351564611082781175e-10,1.877246366751091048e-09
1.964686646180446600e-03,1.359769027983342011e-10,1.987451631038197096e-09
1.987459549580983600e-03,1.368195346883416310e-10,2.105519039673813990e-09
2.010496416260499231e-03,1.376848757484641017e-10,2.232093618188447460e-09
2.033800305846981960e-03,1.385734614156312392e-10,2.367879643207477141e-09
2.057374313432913573e-03,1.394858441869038178e-10,2.513646632530955933e-09
2.081221569986339229e-03,1.404225942372230207e-10,2.670235993693918332e-09
2.105345242766706263e-03,1.413843000626622996e-10,2.838568409008470388e-09
2.129748535745521181e-03,1.423715691503574629e-10,3.019652044975251501e-09
2.154434690031884272e-03,1.433850286763500256e-10,3.214591685171557384e-09
2.179406984302956034e-03,1.444253262326418741e-10,3.424598898466636277e-09
2.204668735239409625e-03,1.454931305848259121e-10,3.651003368900426563e-09
2.230223297965938743e-03,1.465891324617284675e-10,3.895265530042906762e-09
2.256074066496861676e-03,1.477140453785713842e-10,4.158990665417393157e-09
2.282224474186898746e-03,1.488686064952433033e-10,4.443944657958936323e-09
2.308677994187169520e-03,1.500535775113487906e-10,4.752071595874712770e-09
2.335438139906479207e-03,1.512697455997953956e-10,5.085513470126014451e-09
2.362508465477947562e-03,1.525179243807679839e-10,5.446632230577412233e-09
2.389892566231050126e-03,1.537989549380395701e-10,5.838034504259548510e-09
2.417594079169130793e-03,1.551137068796715312e-10,6.262599320861075718e-09
2.445616683452446396e-03,1.564630794452641073e-10,6.723509238310017486e-09
2.473964100886814031e-03,1.578480026620349854e-10,7.224285316061482411e-09
2.502640096417919208e-03,1.592694385521274798e-10,7.768826446564900946e-09
2.531648478631355528e-03,1.607283823936775164e-10,8.361453627606929832e-09
2.560993100258459210e-03,1.622258640383076472e-10,9.006959841289927572e-09
2.590677858688008716e-03,1.637629492878621890e-10,9.710666301029430810e-09
2.620706696483852353e-03,1.653407413333503771e-10,1.047848593814400521e-08
2.651083601908538895e-03,1.669603822592305056e-10,1.131699512670969982e-08
2.681812609453015830e-03,1.686230546163379617e-10,1.223351479209890454e-08
2.712897800372467225e-03,1.703299830669481905e-10,1.323620221822773888e-08
2.744343303228365376e-03,1.720824361056557272e-10,1.433415506475274816e-08
2.776153294436800850e-03,1.738817278599616445e-10,1.553752933269573025e-08
2.808331998823172457e-03,1.757292199746781006e-10,1.685767328040941624e-08
2.840883690183303948e-03,1.776263235844929699e-10,1.830727959750810802e-08
2.873812691851066348e-03,1.795745013792840119e-10,1.990055849953511180e-08
2.907123377272578368e-03,1.815752697670357777e-10,2.165343481915336877e-08
2.940820170587063812e-03,1.836302011394887299e-10,2.358377265046947374e-08
2.974907547214440586e-03,1.857409262459495935e-10,2.571163166347331114e-08
3.009390034449721096e-03,1.879091366810033672e-10,2.805955985936656704e-08
3.044272212064302961e-03,1.901365874922049342e-10,3.065292830118248304e-08
3.079558712914226386e-03,1.924250999141815786e-10,3.352031424700597028e-08
3.115254223555487950e-03,1.947765642359573076e-10,3.669394015835399893e-08
3.151363484866479339e-03,1.971929428087130800e-10,4.021017728124688180e-08
3.187891292677645996e-03,1.996762732016233512e-10,4.411012393474275772e-08
3.224842498408442022e-03,2.022286715138670574e-10,4.844027032995741869e-08
3.262222009711669788e-03,2.048523358513959173e-10,5.325326372800320717e-08
3.300034791125285374e-03,2.075495499775606663e-10,5.860879008292481486e-08
3.338285864731760887e-03,2.103226871472447768e-10,6.457459107135771445e-08
3.376980310825091272e-03,2.131742141347448414e-10,7.122763866294927996e-08
3.416123268585528460e-03,2.161066954662608791e-10,7.865549322875532954e-08
3.455719936762139538e-03,2.191227978685263768e-10,8.695787573178842382e-08
3.495775574363275268e-03,2.222252949458221217e-10,9.624848993021054013e-08
3.536295501355042614e-03,2.254170720983732799e-10,1.066571369122933720e-07
3.577285099367873231e-03,2.287011316959429116e-10,1.183321718693300725e-07
3.618749812411280273e-03,2.320805985212982799e-10,1.314433620345294676e-07
3.660695147596902850e-03,2.355587254991487178e-10,1.461852154577687332e-07
3.703126675869926592e-03,2.391388997271437466e-10,1.627808630925711054e-07
3.746050032748993088e-03,2.428246488265708667e-10,1.814865919597868641e-07
3.789470919074667144e-03,2.466196476315198083e-10,2.025971454274293895e-07
3.833395101766601080e-03,2.505277252364879499e-10,2.264519285209890269e-07
3.877828414589457214e-03,2.545528724236832211e-10,2.534422823979857271e-07
3.922776758927719494e-03,2.586992494926660023e-10,2.840200235907867952e-07
3.968246104569481472e-03,2.629711945164414027e-10,3.187074814466929304e-07
4.014242490499322046e-03,2.673732320496960625e-10,3.581093127211626478e-07
4.060772025700365266e-03,2.719100823165587925e-10,4.029264271546560713e-07
4.107840889965646940e-03,2.765866709070845295e-10,4.539724241001856671e-07
4.155455334718875619e-03,2.814081390135910484e-10,5.121930203353963860e-07
4.203621683844713762e-03,2.863798542400673854e-10,5.786890461194333754e-07
4.252346334528682263e-03,2.915074220200970071e-10,6.547437040643071529e-07
4.301635758106795056e-03,2.967966976811371692e-10,7.418549280669918605e-07
4.351496500925049540e-03,3.022537991955565012e-10,8.417738530432584494e-07
4.401935185208874328e-03,3.078851206615957880e-10,9.565506174960201519e-07
4.452958509942655727e-03,3.136973465603686133e-10,1.088588978670321632e-06
4.504573251759458330e-03,3.196974668382019826e-10,1.240711534885256742e-06
4.556786265841063742e-03,3.258927928670296843e-10,1.416237734854388337e-06
4.609604486828434121e-03,3.322909743392185010e-10,1.619077325894191401e-06
4.663034929742731517e-03,3.389000171571605335e-10,1.853842472392594745e-06
4.717084690917017036e-03,3.457283023822019235e-10,2.125982488347405119e-06
4.771760948938746048e-03,3.527846063120517456e-10,2.441946005134440420e-06
4.827070965603183494e-03,3.600781217607276685e-10,2.809376477891229703e-06
4.883022086877879774e-03,3.676184806203904428e-10,3.237348271082810377e-06
4.939621743878320863e-03,3.754157777901213890e-10,3.736652218810076308e-06
4.996877453854883626e-03,3.834805965628409971e-10,4.320141607268823049e-06
5.054796821191240297e-03,3.918240355681949964e-10,5.003152075029002111e-06
5.113387538414325764e-03,4.004577373763712225e-10,5.804012097104754239e-06
5.172657387216019441e-03,4.093939188755253072e-10,6.744664669935482286e-06
5.232614239486662287e-03,4.186454035438036944e-10,7.851425747501853707e-06
5.293266058360561639e-03,4.282256557459379409e-10,9.155911149006010943e-06
5.354620899273607876e-03,4.381488171940794897e-10,1.069617139014751413e-05
5.416686911033152113e-03,4.484297457230253620e-10,1.251808359598856828e-05
5.479472336900287170e-03,4.590840565413172243e-10,1.467706186057834624e-05
5.542985515684668851e-03,4.701281661319356670e-10,1.724016280033786817e-05
5.607234882852032802e-03,4.815793389895780597e-10,2.028868246716122029e-05
5.672228971644543115e-03,4.934557373958372357e-10,2.392136534995780684e-05
5.737976414214134013e-03,5.057764744491348298e-10,2.825837732281530568e-05
5.804485942768978189e-03,5.185616705830764198e-10,3.344623392709642113e-05
5.871766390733255264e-03,5.318325138251253371e-10,3.966392566968954378e-05
5.939826693920356553e-03,5.456113240672446191e-10,4.713054614068405251e-05
6.008675891719686586e-03,5.599216216415837098e-10,5.611481066748098427e-05
6.078323128297229670e-03,5.747882005175382500e-10,6.694695808037357367e-05
6.148777653810022850e-03,5.902372064617357576e-10,8.003366267167341891e-05
6.220048825634711363e-03,6.062962205299089401e-10,9.587675633104059071e-05
6.292146109610343568e-03,6.229943482893826117e-10,1.150967835630679561e-04
6.365079081295571019e-03,6.403623152032590833e-10,1.384626996097823549e-04
6.438857427240419345e-03,6.584325686425562301e-10,1.669293938622038787e-04
6.513490946272802555e-03,6.772393870308443958e-10,2.016852030047491643e-04
6.588989550799949878e-03,6.968189966675569778e-10,2.442122049820962914e-04
