m_a_eV,MQM_Np_D_0.15mm_GeVinv,MQM_Eu_D_0.15mm_GeVinv,MQM_Np_D_1mm_GeVinv,MQM_Eu_D_1mm_GeVinv
2.590677858688008716e-03,2.803243627252316284e-09,4.339670536893765257e-09,1.662241889457236813e-07,2.573298332952532044e-07
2.620706696483852353e-03,2.846607409174847011e-09,4.406801529344088906e-09,1.804040278754854695e-07,2.792814855252459614e-07
2.651083601908538895e-03,2.891103422105164328e-09,4.475685316127976772e-09,1.959662699380829728e-07,3.033732207959543493e-07
2.681812609453015830e-03,2.936768087120148730e-09,4.546378280312789208e-09,2.130609952268493592e-07,3.298373764443406776e-07
2.712897800372467225e-03,2.983639208325713487e-09,4.618938946017874210e-09,2.318561371083429014e-07,3.589339282627081223e-07
2.744343303228365376e-03,3.031756032935391623e-09,4.693428071421569315e-09,2.525397831299486354e-07,3.909540525083783998e-07
2.776153294436800850e-03,3.081159314274866267e-09,4.769908746297814758e-09,2.753227944848244308e-07,4.262241810684784716e-07
2.808331998823172457e-03,3.131891377869958609e-09,4.848446494326243960e-09,3.004417911003690044e-07,4.651106226424706195e-07
2.840883690183303948e-03,3.183996190784900053e-09,4.929109380433994660e-09,3.281625567979089564e-07,5.080248342323010403e-07
2.873812691851066348e-03,3.237519434387539209e-09,5.011968123442725619e-09,3.587839275762767928e-07,5.554294405513156117e-07
2.907123377272578368e-03,3.292508580728686686e-09,5.097096214310633364e-09,3.926422361138902622e-07,6.078451145089021504e-07
2.940820170587063812e-03,3.349012972733908019e-09,5.184570040276486141e-09,4.301163973154558706e-07,6.658584500892434942e-07
2.974907547214440586e-03,3.407083908418043166e-09,5.274469015231191338e-09,4.716337334497494388e-07,7.301309801828583679e-07
3.009390034449721096e-03,3.466774729345321484e-09,5.366875716661924984e-09,5.176766534888694554e-07,8.014095167980207279e-07
3.044272212064302961e-03,3.528140913571515559e-09,5.461876029534851587e-09,5.687903200882358415e-07,8.805380202279210411e-07
3.079558712914226386e-03,3.591240173318882121e-09,5.559559297504626839e-09,6.255914597410025581e-07,9.684712379535285765e-07
3.115254223555487950e-03,3.656132557650013481e-09,5.660018481862651419e-09,6.887784975963383047e-07,1.066290394243974871e-06
3.151363484866479339e-03,3.722880560423046928e-09,5.763350328661340919e-09,7.591432289579076181e-07,1.175221258674603954e-06
3.187891292677645996e-03,3.791549233828085049e-09,5.869655544478604156e-09,8.375842754234462322e-07,1.296654977428215874e-06
3.224842498408442022e-03,3.862206307823300219e-09,5.979038981315561766e-09,9.251226159995750294e-07,1.432172116842586546e-06
3.262222009711669788e-03,3.934922315808988396e-09,6.091609831151160878e-09,1.022919533536543072e-06,1.583570446088126911e-06
3.300034791125285374e-03,4.009770726899056267e-09,6.207481830710207179e-09,1.132297375922480344e-06,1.752897077343690889e-06
3.338285864731760887e-03,4.086828085171965565e-09,6.326773477036212955e-09,1.254763601390097246e-06,1.942485690070631968e-06
3.376980310825091272e-03,4.166174156307343963e-09,6.449608254497916056e-09,1.392038660101765529e-06,2.154999694187109646e-06
3.416123268585528460e-03,4.247892082040238563e-09,6.576114873898213057e-09,1.546088362392098999e-06,2.393482338987373310e-06
3.455719936762139538e-03,4.332068542892531512e-09,6.706427524396859610e-09,1.719161500668967019e-06,2.661414955191715936e-06
3.495775574363275268e-03,4.418793929670509696e-09,6.840686139003970370e-09,1.913833630628119417e-06,2.962784732161889090e-06
3.536295501355042614e-03,4.508162524249053852e-09,6.979036674450029633e-09,2.133058082494592432e-06,3.302163687841215529e-06
3.577285099367873231e-03,4.600272690196614283e-09,7.121631406290310660e-09,2.380225469744747844e-06,3.684800793550744719e-06
3.618749812411280273e-03,4.695227073831165697e-09,7.268629240157385049e-09,2.659233197570701498e-06,4.116729579276290871e-06
3.660695147596902850e-03,4.793132816335898549e-09,7.420196040135079646e-09,2.974566753954937600e-06,4.604893979484316523e-06
3.703126675869926592e-03,4.894101777604716095e-09,7.576504975291223390e-09,3.331394902002033219e-06,5.157295699320623477e-06
3.746050032748993088e-03,4.998250772531820046e-09,7.737736885474950026e-09,3.735681294509141115e-06,5.783167003895695636e-06
3.789470919074667144e-03,5.105701820506973310e-09,7.904080667557562870e-09,4.194315514487575001e-06,6.493173580670663983e-06
3.833395101766601080e-03,5.216582408928948732e-09,8.075733683374793132e-09,4.715267125327238953e-06,7.299653022817541607e-06
3.877828414589457214e-03,5.331025771603852254e-09,8.252902190712175978e-09,5.307767012068720215e-06,8.216895561642177542e-06
3.922776758927719494e-03,5.449171182953581549e-09,8.435801798765922545e-09,5.982521135905295274e-06,9.261474977570905649e-06
3.968246104569481472e-03,5.571164269022092830e-09,8.624657949608289078e-09,6.751962838252328557e-06,1.045263918929721396e-05
4.014242490499322046e-03,5.697157336334401580e-09,8.819706427290562414e-09,7.630551056060220401e-06,1.181277191761812938e-05
4.060772025700365266e-03,5.827309719735205222e-09,9.021193896328205594e-09,8.635123292570603663e-06,1.336793911556827193e-05
4.107840889965646940e-03,5.961788150411558932e-09,9.229378471432691543e-09,9.785313983996373903e-06,1.514853663726224195e-05
4.155455334718875619e-03,6.100767145386939184e-09,9.444530320482977561e-09,1.110405108221754466e-05,1.719005899208826620e-05
4.203621683844713762e-03,6.244429419863514801e-09,9.666932302868013589e-09,1.261814632223305227e-05,1.953401313123914447e-05
4.252346334528682263e-03,6.392966323885256838e-09,9.896880645480103206e-09,1.435899786651208029e-05,2.222900620368169282e-05
4.301635758106795056e-03,6.546578304897845828e-09,1.013468565879877409e-08,1.636342794717550835e-05,2.533204230077783757e-05
4.351496500925049540e-03,6.705475397892163961e-09,1.038067249567652573e-08,1.867468292273973229e-05,2.891007063309816187e-05
4.401935185208874328e-03,6.869877744937674055e-09,1.063518195562271542e-08,2.134362902929976691e-05,3.304183665963818115e-05
4.452958509942655727e-03,7.040016146040394631e-09,1.089857133758071561e-08,2.443018428517651315e-05,3.782009880360746726e-05
4.504573251759458330e-03,7.216132643398587510e-09,1.117121534440769945e-08,2.800503581236640216e-05,4.335428701882222105e-05
4.556786265841063742e-03,7.398481141278277755e-09,1.145350704249709338e-08,3.215170265260232585e-05,4.977369621249431173e-05
4.609604486828434121e-03,7.587328063891169830e-09,1.174585888023212320e-08,3.696901746066172568e-05,5.723132812726606876e-05
4.663034929742731517e-03,7.782953053830731353e-09,1.204870376922701090e-08,4.257411685269431214e-05,6.590852066647006886e-05
4.717084690917017036e-03,7.985649713808592839e-09,1.236249623260091126e-08,4.910605042356385044e-05,7.602053497406502760e-05
4.771760948938746048e-03,8.195726394634760836e-09,1.268771362484139736e-08,5.673014346564345919e-05,8.782330931147784125e-05
4.827070965603183494e-03,8.413507032602197336e-09,1.302485742815027150e-08,6.564327940388355574e-05,1.016216367370619428e-04
4.883022086877879774e-03,8.639332039670723980e-09,1.337445463052746828e-08,7.608030639465906443e-05,1.177790830911018549e-04
4.939621743878320863e-03,8.873559250098247427e-09,1.373705919124039541e-08,8.832182029163184454e-05,1.367300357194110448e-04
4.996877453854883626e-03,9.116564927440615132e-09,1.411325359974931645e-08,1.027036356243643089e-04,1.589943653908500664e-04
5.054796821191240297e-03,9.368744836136987238e-09,1.450365053461683181e-08,1.196283303533531261e-04,1.851952986052442143e-04
5.113387538414325764e-03,9.630515382216701816e-09,1.490889462942360932e-08,1.395793427439897378e-04,2.160812408084601070e-04
5.172657387216019441e-03,9.902314828009251418e-09,1.532966435324747833e-08,1.631382145452893939e-04,2.525524703671869491e-04
5.232614239486662287e-03,1.018460458611238982e-08,1.576667401384120671e-08,1.910057198732901065e-04,2.956938479602552652e-04
5.293266058360561639e-03,1.047787059827800157e-08,1.622067589227047467e-08,2.240278015606164534e-04,3.468149683552934973e-04
5.354620899273607876e-03,1.078262480531309110e-08,1.669246251845142000e-08,2.632274661652179103e-04,4.074995367199233569e-04
5.416686911033152113e-03,1.109940671456761634e-08,1.718286909776122115e-08,3.098440780167450114e-04,4.796661993015042939e-04
5.479472336900287170e-03,1.142878507209491012e-08,1.769277609969124138e-08,3.653818578630921039e-04,5.656436236468594201e-04
5.542985515684668851e-03,1.177135964712744127e-08,1.822311202037423249e-08,4.316698537071956242e-04,6.682633387931876182e-04
5.607234882852032802e-03,1.212776313711515905e-08,1.877485633175319713e-08,5.109362370946677126e-04,7.909747525313899109e-04
5.672228971644543115e-03,1.249866320222901199e-08,1.934904263117386022e-08,6.059005219484473901e-04,9.379879143667313544e-04
5.737976414214134013e-03,1.288476463894417970e-08,1.994676200628486877e-08,7.198882496057455943e-04,1.114451058159450156e-03
5.804485942768978189e-03,1.328681170308984185e-08,2.056916663132551567e-08,8.569738906216186865e-04,1.326671826830525241e-03
5.871766390733255264e-03,1.370559059359218811e-08,2.121747361218091886e-08,1.022159255840808740e-03,1.582393468573950121e-03
5.939826693920356553e-03,1.414193210904939564e-08,2.189296909899640953e-08,1.221596683176297141e-03,1.891140349846645499e-03
6.008675891719686586e-03,1.459671449026926723e-08,2.259701268667870906e-08,1.462868798649558577e-03,2.264651050348846090e-03
6.078323128297229670e-03,1.507086646297936150e-08,2.333104212528192587e-08,1.755339905070305885e-03,2.717422343963061745e-03
6.148777653810022850e-03,1.556537049609340272e-08,2.409657836409381536e-08,2.110598244241178052e-03,3.267393859994579403e-03
6.220048825634711363e-03,1.608126629219614721e-08,2.489523095521693440e-08,2.543013790262292888e-03,3.936811596833246149e-03
6.292146109610343568e-03,1.661965452830135267e-08,2.572870384459475920e-08,3.070443231771230203e-03,4.753319297182563921e-03
6.365079081295571019e-03,1.718170086645456728e-08,2.659880158078163482e-08,3.715122875558196647e-03,5.751340742296742053e-03
6.438857427240419345e-03,1.776864025540641324e-08,2.750743597431574363e-08,4.504801993172304932e-03,6.973834273359983023e-03
6.513490946272802555e-03,1.838178154638645928e-08,2.845663324334769543e-08,5.474184481539991903e-03,8.474524610386963835e-03
6.588989550799949878e-03,1.902251244797582148e-08,2.944854168422415596e-08,6.666766737755670975e-03,1.032074804591272613e-02
6.665363268124913435e-03,1.969230484722580230e-08,3.048543990905294019e-08,8.137185842456737955e-03,1.259708764177282399e-02
6.742622241778342337e-03,2.039272052651735368e-08,3.156974569591004596e-08,9.954226480895590756e-03,1.541002821044569308e-02
6.820776732865685421e-03,2.112541730822040967e-08,3.270402550131898854e-08,1.220468013892962549e-02,1.889393069379415036e-02
6.899837121430018629e-03,2.189215566201626010e-08,3.389100468897373078e-08,1.499830951039114041e-02,2.321871750735260767e-02
6.979813907830660115e-03,2.269480581281329242e-08,3.513357853342456376e-08,1.847424945353908637e-02,2.859978179040131158e-02
7.060717714137772563e-03,2.353535539054164575e-08,3.643482406264089075e-08,2.280927956127421982e-02,3.531079408066210845e-02
7.142559285543126184e-03,2.441591766678755388e-08,3.779801280905394459e-08,2.822854097179839858e-02,4.370029289066344053e-02
7.225349491787214085e-03,2.533874042725169300e-08,3.922662454491173054e-08,3.501945292141955129e-02,5.421322876962482440e-02
7.309099328602909965e-03,2.630621553342769368e-08,4.072436208460801427e-08,4.354982824983304884e-02,6.741900871735161116e-02
7.393819919175866756e-03,2.732088923173213525e-08,4.229516724413276201e-08,5.429151264958437945e-02,8.404809184556466528e-02
7.479522515621821015e-03,2.838547327362288388e-08,4.394323805600470169e-08,6.785130849711291934e-02,1.050398622196198062e-01
7.566218500481054592e-03,2.950285691606629786e-08,4.567304734706217454e-08,8.501152956662262616e-02,1.316054111636937585e-01
7.653919388230148030e-03,3.067611987810703028e-08,4.748936279638598747e-08,1.067833210178658065e-01,1.653100813457019369e-01
7.742636826811269413e-03,3.190854633632056501e-08,4.939726860150501060e-08,1.344769426310973293e-01,2.081822714780396100e-01
7.832382599179196422e-03,3.320364004965189524e-08,5.140218889299220026e-08,1.697946523866829260e-01,2.628572283625790762e-01
7.923168624866253756e-03,3.456514071263717140e-08,5.350991305070655150e-08,2.149537798913198350e-01,3.327675755041841210e-01
8.015006961565405291e-03,3.599704164535347392e-08,5.572662308940927304e-08,2.728502349698355145e-01,4.223964389580180390e-01
8.107909806731686611e-03,3.750360893873388255e-08,5.805892329741480349e-08,3.472763191380160430e-01,5.376146388679601262e-01
8.201889499202202546e-03,3.908940218522198755e-08,6.051387232948838575e-08,4.432116619017928971e-01,6.861310847420717396e-01
8.296958520834906564e-03,4.075929693723847167e-08,6.309901797455051182e-08,5.672128982363793259e-01,8.780960308595322505e-01
8.393129498166364971e-03,4.251850904971304271e-08,6.582243484008197462e-08,7.279370476575278692e-01,1.126911313637481316e+00
8.490415204088747059e-03,4.437262107814420045e-08,6.869276521866907237e-08,9.368464419821029843e-01,1.450321642521136267e+00
8.588828559546249353e-03,4.632761092043883855e-08,7.171926342811956464e-08,1.209160871925869296e+00,1.871888607628737766e+00
8.688382635251184691e-03,4.838988290933253879e-08,7.491184394529548151e-08,1.565147344006814656e+00,2.422987338186337603e+00
8.789090653419954699e-03,5.056630158269253061e-08,7.828113368554666249e-08,2.031872228561942606e+00,3.145518983544726144e+00
8.890965989529158939e-03,5.286422838168051314e-08,8.183852881473182647e-08,2.645588558829391701e+00,4.095606464554270687e+00
8.994022174092043687e-03,5.529156155184064040e-08,8.559625651965268474e-08,3.454998379562736144e+00,5.348644879467894242e+00
9.098272894455557494e-03,5.785677954996250381e-08,8.956744220573970959e-08,4.525724275081948633e+00,7.006223827191542242e+00
9.203731996618221695e-03,6.056898829034453827e-08,9.376618263847137882e-08,5.946456866414339792e+00,9.205644279795306417e+00
9.310413487069076066e-03,6.343797259820490215e-08,9.820762559783192796e-08,7.837432401095599133e+00,1.213304264576849967e+01
9.418331534647951184e-03,6.647425227583219412e-08,1.029080566737009180e-07,1.036215992338467196e+01,1.604154547286741206e+01
9.527500472427289507e-03,6.968914322907168170e-08,1.078849938950921051e-07,1.374369459117824732e+01,2.127646199052039577e+01
9.637934799615785822e-03,7.309482414839271173e-08,1.131572909583785171e-07,1.828729123261884837e+01,2.831035383092249447e+01
9.749649183484086420e-03,7.670440929061857700e-08,1.187452498998855124e-07,2.441204094503801869e+01,3.779201129887744059e+01
9.862658461312821118e-03,8.053202796504306119e-08,1.246707441474710198e-07,3.269519643384084162e+01,5.061507293997397028e+01
9.976977642363202281e-03,8.459291139178541830e-08,1.309573529849867209e-07,4.393447935271612437e+01,6.801448284665571009e+01
1.009262190987048405e-02,8.890348767164014283e-08,1.376305085740549397e-07,5.923595572297552536e+01,9.170252962555025533e+01
1.020960662306047602e-02,9.348148568621449188e-08,1.447176568007253736e-07,8.013838800604915491e+01,1.240613544691774024e+02
1.032794731918952429e-02,9.834604883582629247e-08,1.522484333518600640e-07,1.087898033590552274e+02,1.684162945246799836e+02
1.044765971560805175e-02,1.035178596215329829e-07,1.602548565791982525e-07,1.481990660176826964e+02,2.294253393246807775e+02
1.056875971184804974e-02,1.090192761880759768e-07,1.687715388799824386e-07,2.025955611922259152e+02,3.136359534590766316e+02
1.069126339173477255e-02,1.148744820678396512e-07,1.778359185139294044e-07,2.779452594335584195e+02,4.302839901273196119e+02
1.081518702552289150e-02,1.211096505037484715e-07,1.874885139896946558e-07,3.826937853120574005e+02,5.924440275635022317e+02
1.094054707205743479e-02,1.277531248831866617e-07,1.977732033926330985e-07,5.288401936972867361e+02,8.186916702501569034e+02
1.106736018095974550e-02,1.348356169875483684e-07,2.087375312927406404e-07,7.334942837704450085e+02,1.135514409562264518e+03
1.119564319483879432e-02,1.423904249552585812e-07,2.204330461708027453e-07,1.021143508041893938e+03,1.580821000611118734e+03
1.132541315152812630e-02,1.504536730726623344e-07,2.329156716360247485e-07,1.426965089521012942e+03,2.209068914299160042e+03
1.145668728634872610e-02,1.590645757500501584e-07,2.462461150844051528e-07,2.001683483602359047e+03,3.098784120483494917e+03
1.158948303439811742e-02,1.682657283126772084e-07,2.604903178691041480e-07,2.818721329689364211e+03,4.363631397302712685e+03
1.172381803286599682e-02,1.781034275427619081e-07,2.757199515279764058e-07,3.984767330582245904e+03,6.168774348683504286e+03
1.185971012337670542e-02,1.886280252525292129e-07,2.920129651460987717e-07,5.655454607274480622e+03,8.755146892453845794e+03
1.199717735435885599e-02,1.998943185553421355e-07,3.094541895302040421e-07,8.058712535812474925e+03,1.247560398139238714e+04
1.213623798344241715e-02,2.119619809375409945e-07,3.281360045462400422e-07,1.152968632973221065e+04,1.784898022360226969e+04
1.227691047988360359e-02,2.248960387242152708e-07,3.481590767307753446e-07,1.656316515156342939e+04,2.564125326359858082e+04
1.241921352701784616e-02,2.387673980851597902e-07,3.696331751431065719e-07,2.389261840223618856e+04,3.698789899009285000e+04
1.256316602474121490e-02,2.536534283511005489e-07,3.926780743906728716e-07,3.460983567567203136e+04,5.357910482995266648e+04
1.270878709202059517e-02,2.696386081145343169e-07,4.174245548506389691e-07,5.034678532181814080e+04,7.794130298356110870e+04
1.285609606943296547e-02,2.868152413851658047e-07,4.440155113422273536e-07,7.355321465084722149e+04,1.138669202387431433e+05
1.300511252173409786e-02,3.052842519695091533e-07,4.726071828970164572e-07,1.079222044975667959e+05,1.670731742976540991e+05
1.315585624045705233e-02,3.251560652621200639e-07,5.033705178502204477e-07,1.590453503086386481e+05,2.462163523906309856e+05
1.330834724654075991e-02,3.465515877885859030e-07,5.364926902603865296e-07,2.354258789274583396e+05,3.644602061952178483e+05
1.346260579298911089e-02,3.696032961467251310e-07,5.721787856872540706e-07,3.500521654934925609e+05,5.419118959906358505e+05
1.361865236756082745e-02,3.944564484740803494e-07,6.106536766512167433e-07,5.228525497191918548e+05,8.094222646571020596e+05
1.377650769549054917e-02,4.212704332516324670e-07,6.521641107014738469e-07,7.845423559979946585e+05,1.214541367068724008e+06
1.393619274224143501e-02,4.502202721642977084e-07,6.969810369777879253e-07,1.182680233521620976e+06,1.830894223421863047e+06
1.409772871628967722e-02,4.814982959111492380e-07,7.454022005138024872e-07,1.791246691902773688e+06,2.773009244572239462e+06
1.426113707194129852e-02,5.153160143302679181e-07,7.977550373566950643e-07,2.725864079483887646e+06,4.219880112563803792e+06
1.442643951218158804e-02,5.519062050184323052e-07,8.543999079362792050e-07,4.168095016098882072e+06,6.452581916352278553e+06
1.459365799155757683e-02,5.915252478348030295e-07,9.157337110844066975e-07,6.404420015293909237e+06,9.914611978804679587e+06
1.476281471909391199e-02,6.344557363385823315e-07,9.821939267728018218e-07,9.889064883838251233e+06,1.530915226083589904e+07
1.493393216124253367e-02,6.810094013905509364e-07,1.054263142108349418e-06,1.534576692743664235e+07,2.375661250189346448e+07
1.510703304486655726e-02,7.315303869250849262e-07,1.132474122519621149e-06,2.393342944139711186e+07,3.705107810963312536e+07
1.528214036025870616e-02,7.863989233628620440e-07,1.217415498526563411e-06,3.751712380129935592e+07,5.807984550707055628e+07
1.545927736419478588e-02,8.460354503891443891e-07,1.309738148168078686e-06,5.911368088321238011e+07,9.151323729492123425e+07
1.563846758302247716e-02,9.109052479893647761e-07,1.410162366257133079e-06,9.362810330240885913e+07,1.449446339150234759e+08
1.581973481578601362e-02,9.815236428530501038e-07,1.519485924357237198e-06,1.490769153938600719e+08,2.307843282604235709e+08
1.600310313738701612e-02,1.058461866692142659e-06,1.638593139980417199e-06,2.386310854286620319e+08,3.694221510232412219e+08
1.618859690178199237e-02,1.142353653860236045e-06,1.768465090288776490e-06,3.840456809973236322e+08,5.945368823611618280e+08
1.637624074521688844e-02,1.233902678126134778e-06,1.910191124881606643e-06,6.214484636025621891e+08,9.620575113328148127e+08
1.656605958949915192e-02,1.333890942805837517e-06,2.064981854466162208e-06,1.011162943159454465e+09,1.565370198211780548e+09
1.675807864530768840e-02,1.443188254991837849e-06,2.234183817807528801e-06,1.654469296923339844e+09,2.561265668189927578e+09
1.695232341554121433e-02,1.562762933688404850e-06,2.419296058874731519e-06,2.722362083047835350e+09,4.214458710511518478e+09
1.714881969870540868e-02,1.693693923675568131e-06,2.621988880179942358e-06,4.505168767220905304e+09,6.974402072218751907e+09
1.734759359233932485e-02,1.837184512362900784e-06,2.844125077688511817e-06,7.498647989653738022e+09,1.160857423553110123e+10
1.754867149648152089e-02,1.994577876317945392e-06,3.087784008228131291e-06,1.255424644737517357e+10,1.943509043984833527e+10
1.775208011717635884e-02,2.167374718221654731e-06,3.355288893065000175e-06,2.114284889607119751e+10,3.273101115018372726e+10
1.795784647002096959e-02,2.357253294487065173e-06,3.649237822439368609e-06,3.582046905786227417e+10,5.545327301447848511e+10
1.816599788375328553e-02,2.566092179584771629e-06,3.972538996766691111e-06,6.105539078121730042e+10,9.451917696910728455e+10
1.837656200388172387e-02,2.795996166317217080e-06,4.328450822566557311e-06,1.047061455853262787e+11,1.620944289718171692e+11
1.858956679635688156e-02,3.049325763129001144e-06,4.720627576923384749e-06,1.806785182071335449e+11,2.797064209797797241e+11
1.880504055128583499e-02,3.328730821513509797e-06,5.153171465703693155e-06,3.137315487003969727e+11,4.856843497843500366e+11
1.902301188668945736e-02,3.637188910423402432e-06,5.630692030557663870e-06,5.482248144106252441e+11,8.487007877455889893e+11
1.924350975230332272e-02,3.978049152376884204e-06,6.158374011111708445e-06,9.641394860546596680e+11,1.492573702981507812e+12
1.946656343342263382e-02,4.355082350112348498e-06,6.742054945489575450e-06,1.706608741585485352e+12,2.641982167323504395e+12
1.969220255479173579e-02,4.772538366068043944e-06,7.388313998851875659e-06,3.040700059891705566e+12,4.707274220891474609e+12
1.992045708453871189e-02,5.235211873072005904e-06,8.104573751313868534e-06,5.453705757597594727e+12,8.442821723751629883e+12
2.015135733815558508e-02,5.748517777479376288e-06,8.899216959672359153e-06,9.847402544164574219e+12,1.524465525236249023e+13
2.038493398252464242e-02,6.318577830410120854e-06,9.781720639307401696e-06,1.790182470845759375e+13,2.771361735693251172e+13
2.062121803999144437e-02,6.952320194452139943e-06,1.076281020229707399e-05,3.276820653733180859e+13,5.072809907581714062e+13
2.086024089248504979e-02,7.657594029026461738e-06,1.185463684575733608e-05,6.039797059771713281e+13,9.350143203500343750e+13
2.110203428568596662e-02,8.443301505696472809e-06,1.307098192328601470e-05,1.121092020642938750e+14,1.735550190441206875e+14
2.134663033324245285e-02,9.319550074746349151e-06,1.442749266717320735e-05,2.095775513380151250e+14,3.244446953857507500e+14
2.159406152103567761e-02,1.029782828795138457e-05,1.594195437769254175e-05,3.946104674373514375e+14,6.108921117092805000e+14
2.184436071149428379e-02,1.139120905348242931e-05,1.763460507977664536e-05,7.484261402233826250e+14,1.158630251824414000e+15
2.209756114795903212e-02,1.261458487394327111e-05,1.952849969242791473e-05,1.429955059684887000e+15,2.213697654127626000e+15
2.235369645909796379e-02,1.398494041754567059e-05,2.164993199314784402e-05,2.752491179926719000e+15,4.261101233036993500e+15
2.261280066337279654e-02,1.552166871930425477e-05,2.402892412551888368e-05,5.338226905461202000e+15,8.264050186601351000e+15
2.287490817355703962e-02,1.724693843262382925e-05,2.669979513733558872e-05,1.043214331960917400e+16,1.614988599657883800e+16
2.314005380130654266e-02,1.918612088636484139e-05,2.970182210293680476e-05,2.054441572229329600e+16,3.180458335514783600e+16
2.340827276178294308e-02,2.136828729010622756e-05,3.308000984118848059e-05,4.077524098923036000e+16,6.312370078556102400e+16
2.367960067833078594e-02,2.382678832121555186e-05,3.688598816783349280e-05,8.156821856733481600e+16,1.262748593887065280e+17
2.395407358720879482e-02,2.659993058228757640e-05,4.117905911179037975e-05,1.644776070654533440e+17,2.546259691528735360e+17
2.423172794237600514e-02,2.973176711011670759e-05,4.602742069337347332e-05,3.343444063751012480e+17,5.175948873710451840e+17
2.451260062033339820e-02,3.327302233676940861e-05,5.150959884632589850e-05,6.852095577020330240e+17,1.060765357762417664e+18
2.479672892502160150e-02,3.728217575767952147e-05,5.771612503244409571e-05,1.415910774091996160e+18,2.191955850523160064e+18
2.508415059277541159e-02,4.182673318240341637e-05,6.475150425084870833e-05,2.950346452175450624e+18,4.567398797472562688e+18
2.537490379733571555e-02,4.698471999058614933e-05,7.273652673107373196e-05,6.199787697902791680e+18,9.597822945541464064e+18
2.566902715491951870e-02,5.284643748354095246e-05,8.181098692157258683e-05,1.313983131261006438e+19,2.034162791015791821e+19
2.596655972934872394e-02,5.951653144819717389e-05,9.213688581074756117e-05,2.809020612524527616e+19,4.348613824068008346e+19
2.626754103723838440e-02,6.711643172524188613e-05,1.039022075954791732e-04,6.057810984884624589e+19,9.378030362256836198e+19
2.657201105324506762e-02,7.578723325213482221e-05,1.173253797920368149e-04,1.318002283705065636e+20,2.040384796579347825e+20
2.688001021537607393e-02,8.569310316934019840e-05,1.326605477396527815e-04,2.893348619761695457e+20,4.479161081853377249e+20
2.719157943036018890e-02,9.702531566833275491e-05,1.502038209042120230e-04,6.409358244987422638e+20,9.922256797719815782e+20
2.750676007908067419e-02,1.100070369786028705e-04,1.703006804638518431e-04,1.432857666199342809e+21,2.218191147254131720e+21
2.782559402207126012e-02,1.248990080451128188e-04,1.933547765992466266e-04,3.233049478563894919e+21,5.005048234140026012e+21
2.814812360507581296e-02,1.420063030322424964e-04,2.198383912590133658e-04,7.363580697870010941e+21,1.139947805104199120e+22
2.847439166467247845e-02,1.616863790330741023e-04,2.503048998258592989e-04,1.693090979718462911e+22,2.621055469290995791e+22
2.880444153396297807e-02,1.843586777818931907e-04,2.854036354217888535e-04,3.930373103323995072e+22,6.084567245485303136e+22
2.913831704832789068e-02,2.105160956425196762e-04,3.258976454705138034e-04,9.212929444743979676e+22,1.426243444599395713e+23
2.947606255124858229e-02,2.407387060062519122e-04,3.726849351903393647e-04,2.180825910399076863e+23,3.376112535295365764e+23
2.981772290019673102e-02,2.757102013758143269e-04,4.268239214029518778e-04,5.213782481223132601e+23,8.071399146179296556e+23
3.016334347259197468e-02,3.162376244371080066e-04,4.895639779879425169e-04,1.259051276323395807e+24,1.949123392337720709e+24
3.051297017182871135e-02,3.632750828164792406e-04,5.623821484369396573e-04,3.071447149781576397e+24,4.754873451580206243e+24
3.086664943337274689e-02,4.179522965884829118e-04,6.470273399354697441e-04,7.570122420112147190e+24,1.171922301289250615e+25
3.122442823092858033e-02,4.816090179397801169e-04,7.455736080649561599e-04,1.885274894870100299e+25,2.918573268365040250e+25
3.158635408267818773e-02,5.558365974769001851e-04,8.604845051452492078e-04,4.744721106444617648e+25,7.345250406079801286e+25
3.195247505759213347e-02,6.425282624872254893e-04,9.946909154558397203e-04,1.206879258655763567e+26,1.868356467293661385e+26
3.232283978181380718e-02,7.439400328423361733e-04,1.151685358473866641e-03,3.103041639556142250e+26,4.803784532682802196e+26
3.269749744511767781e-02,8.627646475633500784e-04,1.335636433774437882e-03,8.065590474067367455e+26,1.248625164173455533e+27
3.307649780744242179e-02,1.002221431277302037e-03,1.551527942300439528e-03,2.119650609881084881e+27,3.281407727385476331e+27
3.345989120549974771e-02,1.166165722578002681e-03,1.805328291200882125e-03,5.632839067106686337e+27,8.720136024191099304e+27
3.384772855945983316e-02,1.359222350705823965e-03,2.104197127606499511e-03,1.513844957674205388e+28,2.343566679819162504e+28
3.424006137971425529e-02,1.586948727394492864e-03,2.456737819318713205e-03,4.115126007493067193e+28,6.370581178428390112e+28
3.463694177371734462e-02,1.856034473598149092e-03,2.873306494743717299e-03,1.131592110751851542e+29,1.751805264112788717e+29
3.503842245290676033e-02,2.174546197854061117e-03,3.366390981575656180e-03,3.148181272935297944e+29,4.873664701183789536e+29
3.544455673970435539e-02,2.552228175692996311e-03,3.951076285275043586e-03,8.862398719232442910e+29,1.371978169651836266e+30
3.585539857459817126e-02,3.000872364528309362e-03,4.645617405036934003e-03,2.524782313059146393e+30,3.908587648085668207e+30
3.627100252330648505e-02,3.534774575186755505e-03,5.472145527905779294e-03,7.280106762241959587e+30,1.127025297209347024e+31
3.669142378402494298e-02,4.171297901103271887e-03,6.457540267296692053e-03,2.124973229390905324e+31,3.289647615935051332e+31
