m_a_eV,MQM_Np_D_0.15mm_GeVinv,MQM_Eu_D_0.15mm_GeVinv,MQM_Np_D_1mm_GeVinv,MQM_Eu_D_1mm_GeVinv
1.262121314522546164e-05,1.332313138915854336e-09,2.062539273668763615e-09,1.295373499351232241e-10,2.005353425138290344e-10
1.276750704319264449e-05,1.325931220464809171e-09,2.052659496113358787e-09,1.289775544853388154e-10,1.996687293530964718e-10
1.291549665014882683e-05,1.319593799481599253e-09,2.042848604597059771e-09,1.284222314037653227e-10,1.988090398162567142e-10
1.306520162124719865e-05,1.313300672823890273e-09,2.033106284637460094e-09,1.278713656238414973e-10,1.979562505789324929e-10
1.321664183946603801e-05,1.307051638918798855e-09,2.023432224181802773e-09,1.273249422874612403e-10,1.971103386394537105e-10
1.336983741824945150e-05,1.300846497757063819e-09,2.013826113597956599e-09,1.267829467455793049e-10,1.962712813197949467e-10
1.352480870417873994e-05,1.294685050887305142e-09,2.004287645665528911e-09,1.262453645588422552e-10,1.954390562665524872e-10
1.368157627967470456e-05,1.288567101410266155e-09,1.994816515566952724e-09,1.257121814982481935e-10,1.946136414519653754e-10
1.384016096573130180e-05,1.282492453973157489e-09,1.985412420878730196e-09,1.251833835458351045e-10,1.937950151749813121e-10
1.400058382468096031e-05,1.276460914764004748e-09,1.976075061562680643e-09,1.246589568953951514e-10,1.929831560623622336e-10
1.416286616299197323e-05,1.270472291506028224e-09,1.966804139957244386e-09,1.241388879532211802e-10,1.921780430698400646e-10
1.432702953409829647e-05,1.264526393452101825e-09,1.957599360768897451e-09,1.236231633388793588e-10,1.913796554833126916e-10
1.449309574126214897e-05,1.258623031379201038e-09,1.948460431063563358e-09,1.231117698860137129e-10,1.905879729200898008e-10
1.466108684046983036e-05,1.252762017582899696e-09,1.939387060258091511e-09,1.226046946431799501e-10,1.898029753301832794e-10
1.483102514336102853e-05,1.246943165871931263e-09,1.930378960111834846e-09,1.221019248747097606e-10,1.890246429976454647e-10
1.500293322019216613e-05,1.241166291562725311e-09,1.921435844718196868e-09,1.216034480616067565e-10,1.882529565419562486e-10
1.517683390283403825e-05,1.235431211474004994e-09,1.912557430496260999e-09,1.211092519024737162e-10,1.874878969194581584e-10
1.535275028780421074e-05,1.229737743921460623e-09,1.903743436182554343e-09,1.206193243144713636e-10,1.867294454248411457e-10
1.553070573933458561e-05,1.224085708712334327e-09,1.894993582822654694e-09,1.201336534343112178e-10,1.859775836926790232e-10
1.571072389247448757e-05,1.218474927140154007e-09,1.886307593763043637e-09,1.196522276192799015e-10,1.852322936990158157e-10
1.589282865622976477e-05,1.212905221979414160e-09,1.877685194642871961e-09,1.191750354482977763e-10,1.844935577630039396e-10
1.607704421673822041e-05,1.207376417480297837e-09,1.869126113385786295e-09,1.187020657230117523e-10,1.837613585485965892e-10
1.626339504048190734e-05,1.201888339363449075e-09,1.860630080191837411e-09,1.182333074689227611e-10,1.830356790662928543e-10
1.645190587753660725e-05,1.196440814814706029e-09,1.852196827529328781e-09,1.177687499365479702e-10,1.823165026749368645e-10
1.664260176485901990e-05,1.191033672479913722e-09,1.843826090126783198e-09,1.173083826026195228e-10,1.816038130835738013e-10
1.683550802961200778e-05,1.185666742459725007e-09,1.835517604964894938e-09,1.168521951713191049e-10,1.808975943533608406e-10
1.703065029252842484e-05,1.180339856304383336e-09,1.827271111268454400e-09,1.164001775755496711e-10,1.801978308995361782e-10
1.722805447131392224e-05,1.175052847008589067e-09,1.819086350498399321e-09,1.159523199782442250e-10,1.795045074934447696e-10
1.742774678408917511e-05,1.169805549006322141e-09,1.810963066343800426e-09,1.155086127737136325e-10,1.788176092646253843e-10
1.762975375287203833e-05,1.164597798165666620e-09,1.802901004713848736e-09,1.150690465890326146e-10,1.781371217029556916e-10
1.783410220710006182e-05,1.159429431783677825e-09,1.794899913729911121e-09,1.146336122854645920e-10,1.774630306608584550e-10
1.804081928719380908e-05,1.154300288581246784e-09,1.786959543717578200e-09,1.142023009599283540e-10,1.767953223555718326e-10
1.824993244816150412e-05,1.149210208697933870e-09,1.779079647198665706e-09,1.137751039465029708e-10,1.761339833714791831e-10
1.846146946324545750e-05,1.144159033686811951e-09,1.771259978883234266e-09,1.133520128179763151e-10,1.754790006625064678e-10
1.867545842761074234e-05,1.139146606509361648e-09,1.763500295661684448e-09,1.129330193874341533e-10,1.748303615545819755e-10
1.889192776207664550e-05,1.134172771530262169e-09,1.755800356596692577e-09,1.125181157098924702e-10,1.741880537481636955e-10
1.911090621689135813e-05,1.129237374512251206e-09,1.748159922915254289e-09,1.121072940839735951e-10,1.735520653208337435e-10
1.933242287555043403e-05,1.124340262610948648e-09,1.740578758000670606e-09,1.117005470536261047e-10,1.729223847299611337e-10
1.955650715865946999e-05,1.119481284369664366e-09,1.733056627384511246e-09,1.112978674098892119e-10,1.722990008154332843e-10
1.978318882784162123e-05,1.114660289714164642e-09,1.725593298738509294e-09,1.108992481927040846e-10,1.716819028024597978e-10
2.001249798969034841e-05,1.109877129947484094e-09,1.718188541866533206e-09,1.105046826927703881e-10,1.710710803044468877e-10
2.024446509976801623e-05,1.105131657744655912e-09,1.710842128696427497e-09,1.101141644534507777e-10,1.704665233259455022e-10
2.047912096665083489e-05,1.100423727147421626e-09,1.703553833271821795e-09,1.097276872727230195e-10,1.698682222656734023e-10
2.071649675602066959e-05,1.095753193558936737e-09,1.696323431743935960e-09,1.093452452051814570e-10,1.692761679196137549e-10
2.095662399480430758e-05,1.091119913738452357e-09,1.689150702363347571e-09,1.089668325640873074e-10,1.686903514841888696e-10
2.119953457536068761e-05,1.086523745795898836e-09,1.682035425471604312e-09,1.085924439234706702e-10,1.681107645595146889e-10
2.144526075971665420e-05,1.081964549186509493e-09,1.674977383492903367e-09,1.082220741202828764e-10,1.675373991527324394e-10
2.169383518385182289e-05,1.077442184705343653e-09,1.667976360925611364e-09,1.078557182566015974e-10,1.669702476814226386e-10
2.194529086203311546e-05,1.072956514481800370e-09,1.661032144333772752e-09,1.074933717018894354e-10,1.664093029771014583e-10
2.219966119119952429e-05,1.068507401974051708e-09,1.654144522338488510e-09,1.071350300953060875e-10,1.658545582888000641e-10
2.245697995539771554e-05,1.064094711963447069e-09,1.647313285609258458e-09,1.067806893480757363e-10,1.653060072867297753e-10
2.271728133026902697e-05,1.059718310548847215e-09,1.640538226855205492e-09,1.064303456459107667e-10,1.647636440660339236e-10
2.298059988758848710e-05,1.055378065140907832e-09,1.633819140816228270e-09,1.060839954514919896e-10,1.642274631506278063e-10
2.324697059985645546e-05,1.051073844456272714e-09,1.627155824254010997e-09,1.057416355070074400e-10,1.636974594971285439e-10
2.351642884494346329e-05,1.046805518511728293e-09,1.620548075942974896e-09,1.054032628367495688e-10,1.631736284988761859e-10
2.378901041078890856e-05,1.042572958618259515e-09,1.613995696661076032e-09,1.050688747497731170e-10,1.626559659900480299e-10
2.406475150015421866e-05,1.038376037375051126e-09,1.607498489180516071e-09,1.047384688426137859e-10,1.621444682498674971e-10
2.434368873543108034e-05,1.034214628663363435e-09,1.601056258258266724e-09,1.044120430020689479e-10,1.616391320069089615e-10
2.462585916350544169e-05,1.030088607640375815e-09,1.594668810626533385e-09,1.040895954080421521e-10,1.611399544435011165e-10
2.491130026067785879e-05,1.025997850732898474e-09,1.588335954983025003e-09,1.037711245364518660e-10,1.606469332002301979e-10
2.520004993764089510e-05,1.021942235630991174e-09,1.582057501981071556e-09,1.034566291622056040e-10,1.601600663805440194e-10
2.549214654451420375e-05,1.017921641281479374e-09,1.575833264219589516e-09,1.031461083622414439e-10,1.596793525554605949e-10
2.578762887593798400e-05,1.013935947881397374e-09,1.569663056232928830e-09,1.028395615186368438e-10,1.592047907683808820e-10
2.608653617622545218e-05,1.009985036871253207e-09,1.563546694480448379e-09,1.025369883217872769e-10,1.587363805400095247e-10
2.638890814457507585e-05,1.006068790928226109e-09,1.557483997335982239e-09,1.022383887736550999e-10,1.582741218733844213e-10
2.669478494034318111e-05,1.002187093959228754e-09,1.551474785077103505e-09,1.019437631910900628e-10,1.578180152590171610e-10
2.700420718837769874e-05,9.983398310938183078e-10,1.545518879874147395e-09,1.016531122092234767e-10,1.573680616801475336e-10
2.731721598441373358e-05,9.945268886770036873e-10,1.539616105779074294e-09,1.013664367849363231e-10,1.569242626181123970e-10
2.763385290053166867e-05,9.907481542618904722e-10,1.533766288714088785e-09,1.010837382004030383e-10,1.564866200578319007e-10
2.795415999067853594e-05,9.870035166021655570e-10,1.527969256459999567e-09,1.008050180667132588e-10,1.560551364934161680e-10
2.827817979625338199e-05,9.832928656444763361e-10,1.522224838644426539e-09,1.005302783275717230e-10,1.556298149338929788e-10
2.860595535175739117e-05,9.796160925205906861e-10,1.516532866729659453e-09,1.002595212630781371e-10,1.552106589090595554e-10
2.893753019050947418e-05,9.759730895394349382e-10,1.510893174000335810e-09,9.999274949358910077e-11,1.547976724754610879e-10
2.927294835042812854e-05,9.723637501789306402e-10,1.505305595550800511e-09,9.972996598366325470e-11,1.543908602224980413e-10
2.961225437988031288e-05,9.687879690776716715e-10,1.499769968272223758e-09,9.947117404609045124e-11,1.539902272786639504e-10
2.995549334359810082e-05,9.652456420263966317e-10,1.494286130839396564e-09,9.921637734600836104e-11,1.535957793179179160e-10
3.030271082866393438e-05,9.617366659592827645e-10,1.488853923697256392e-09,9.896557990510604981e-11,1.532075225661924221e-10
3.065395295056523920e-05,9.582609389450386699e-10,1.483473189047094748e-09,9.871878610591801505e-11,1.528254638080408442e-10
3.100926635931923166e-05,9.548183601777604431e-10,1.478143770832404535e-09,9.847600069620939359e-11,1.524496103934259649e-10
3.136869824566873116e-05,9.514088299676248589e-10,1.472865514724469322e-09,9.823722879345400722e-11,1.520799702446525750e-10
3.173229634734972955e-05,9.480322497313137215e-10,1.467638268107542339e-09,9.800247588940805112e-11,1.517165518634478553e-10
3.210010895543168686e-05,9.446885219822225282e-10,1.462461880063685911e-09,9.777174785478012293e-11,1.513593643381910123e-10
3.247218492073125124e-05,9.413775503204513768e-10,1.457336201357278567e-09,9.754505094400028089e-11,1.510084173512962532e-10
3.284857366030040257e-05,9.380992394225107030e-10,1.452261084419078379e-09,9.732239180008977242e-11,1.506637211867515288e-10
3.322932516398968385e-05,9.348534950308187751e-10,1.447236383329962031e-09,9.710377745963355281e-11,1.503252867378162767e-10
3.361449000108761818e-05,9.316402239428993352e-10,1.442261953804203784e-09,9.688921535785702872e-11,1.499931255148810068e-10
3.400411932703702948e-05,9.284593340003295362e-10,1.437337653172367100e-09,9.667871333381070988e-11,1.496672496534933831e-10
3.439826489022920894e-05,9.253107340774142877e-10,1.432463340363767174e-09,9.647227963566292432e-11,1.493476719225516805e-10
3.479697903887688269e-05,9.221943340695646790e-10,1.427638875888484723e-09,9.626992292610431912e-11,1.490344057326718716e-10
3.520031472796675308e-05,9.191100448813795470e-10,1.422864121818912198e-09,9.607165228786560757e-11,1.487274651447290939e-10
3.560832552629274530e-05,9.160577784144432179e-10,1.418138941770863471e-09,9.587747722935144453e-11,1.484268648785797520e-10
3.602106562357066397e-05,9.130374475547835885e-10,1.413463200884159485e-09,9.568740769039236907e-11,1.481326203219658332e-10
3.643858983763540501e-05,9.100489661600449324e-10,1.408836765802769716e-09,9.550145404811754117e-11,1.478447475396065264e-10
3.686095362172154264e-05,9.070922490463148422e-10,1.404259504654418866e-09,9.531962712295078018e-11,1.475632632824805333e-10
3.728821307182830118e-05,9.041672119746038592e-10,1.399731287029656709e-09,9.514193818473237340e-11,1.472881849973034124e-10
3.772042493416993489e-05,9.012737716370043633e-10,1.395251983960430185e-09,9.496839895896967930e-11,1.470195308362036280e-10
3.815764661271244413e-05,8.984118456424841595e-10,1.390821467898091768e-09,9.479902163321894232e-11,1.467573196666026534e-10
3.859993617679763090e-05,8.955813525023181736e-10,1.386439612690844528e-09,9.463381886360102031e-11,1.465015710813015342e-10
3.904735236885555739e-05,8.927822116151541190e-10,1.382106293560624086e-09,9.447280378145476017e-11,1.462523054087810960e-10
3.949995461220639028e-05,8.900143432516876321e-10,1.377821387079374452e-09,9.431599000013002475e-11,1.460095437237181245e-10
3.995780301895265397e-05,8.872776685389707595e-10,1.373584771144754148e-09,9.416339162192406753e-11,1.457733078577233847e-10
4.042095839796309883e-05,8.845721094443075786e-10,1.369396324955207874e-09,9.401502324516430543e-11,1.455436204103065202e-10
4.088948226294864539e-05,8.818975887587523580e-10,1.365255928984418212e-09,9.387089997144114729e-11,1.453205047600731318e-10
4.136343684063277602e-05,8.792540300801925764e-10,1.361163464955117914e-09,9.373103741299333382e-11,1.451039850761577321e-10
4.184288507901584570e-05,8.766413577960174211e-10,1.357118815812258024e-09,9.359545170025037720e-11,1.448940863299003045e-10
4.232789065573552758e-05,8.740594970653535671e-10,1.353121865695508050e-09,9.346415948953504724e-11,1.446908343067704218e-10
4.281851798652415236e-05,8.715083738008644122e-10,1.349172499911079300e-09,9.333717797093005285e-11,1.444942556185455422e-10
4.331483223376403243e-05,8.689879146501089412e-10,1.345270604902867442e-09,9.321452487631244736e-11,1.443043777157488328e-10
4.381689931514194311e-05,8.664980469764444004e-10,1.341416068222886593e-09,9.309621848755969963e-11,1.441212289003531908e-10
4.432478591240400772e-05,8.640386988394776418e-10,1.337608778501008150e-09,9.298227764493229065e-11,1.439448383387580781e-10
4.483855948021190816e-05,8.616097989750441465e-10,1.333848625413964684e-09,9.287272175563600228e-11,1.437752360750446004e-10
4.535828825510191179e-05,8.592112767747210361e-10,1.330135499653636040e-09,9.276757080256911954e-11,1.436124530445172544e-10
4.588404126454761567e-05,8.568430622648588712e-10,1.326469292894587458e-09,9.266684535325895393e-11,1.434565210875381361e-10
4.641588833612781789e-05,8.545050860851263440e-10,1.322849897760854348e-09,9.257056656899225009e-11,1.433074729636618288e-10
4.695390010680062706e-05,8.521972794665743791e-10,1.319277207791986109e-09,9.247875621414421925e-11,1.431653423660775377e-10
4.749814803228504342e-05,8.499195742091932760e-10,1.315751117408299580e-09,9.239143666571170529e-11,1.430301639363671801e-10
4.804870439655133953e-05,8.476719026589785060e-10,1.312271521875376654e-09,9.230863092305566629e-11,1.429019732795878360e-10
4.860564232142138599e-05,8.454541976844934803e-10,1.308838317267781246e-09,9.223036261785784421e-11,1.427808069796852754e-10
4.916903577628031102e-05,8.432663926529177081e-10,1.305451400431978642e-09,9.215665602429811075e-11,1.426667026152495785e-10
4.973895958790067998e-05,8.411084214055871695e-10,1.302110668948470894e-09,9.208753606945743972e-11,1.425596987756199022e-10
5.031548945038056354e-05,8.389802182330251447e-10,1.298816021093142052e-09,9.202302834395351104e-11,1.424598350773491228e-10
5.089870193519684978e-05,8.368817178494549180e-10,1.295567355797801027e-09,9.196315911281446514e-11,1.423671521810375817e-10
5.148867450137497919e-05,8.348128553667885669e-10,1.292364572609915265e-09,9.190795532659767089e-11,1.422816918085458610e-10
5.208548550577665455e-05,8.327735662681180980e-10,1.289207571651570595e-09,9.185744463276033129e-11,1.422034967605974969e-10
5.268921421350677227e-05,8.307637863806657103e-10,1.286096253577597900e-09,9.181165538728884150e-11,1.421326109347821784e-10
5.329994080844093065e-05,8.287834518482413692e-10,1.283030519532934023e-09,9.177061666659438276e-11,1.420690793439713982e-10
5.391774640387505315e-05,8.268324991031692272e-10,1.280010271109160457e-09,9.173435827968214510e-11,1.420129481351572068e-10
5.454271305329835997e-05,8.249108648377174257e-10,1.277035410300276480e-09,9.170291078060210161e-11,1.419642646087273821e-10
5.517492376129128718e-05,8.230184859750140113e-10,1.274105839457672199e-09,9.167630548118989044e-11,1.419230772381892151e-10
5.581446249454966800e-05,8.211552996394624076e-10,1.271221461244330247e-09,9.165457446410598595e-11,1.418894356903554824e-10
5.646141419303672785e-05,8.193212431266633702e-10,1.268382178588261716e-09,9.163775059618193474e-11,1.418633908460056089e-10
5.711586478126435033e-05,8.175162538728573838e-10,1.265587894635200943e-09,9.162586754208337609e-11,1.418449948210370893e-10
5.777790117970507076e-05,8.157402694238734399e-10,1.262838512700533909e-09,9.161895977829938504e-11,1.418343009881223174e-10
5.844761131633637632e-05,8.139932274036220368e-10,1.260133936220525388e-09,9.161706260746743121e-11,1.418313639988849624e-10
5.912508413831881707e-05,8.122750654821243394e-10,1.257474068702822328e-09,9.162021217304527515e-11,1.418362398066133144e-10
5.981040962380943893e-05,8.105857213431034490e-10,1.254858813676284312e-09,9.162844547434054279e-11,1.418489856895273499e-10
6.050367879391225302e-05,8.089251326511371649e-10,1.252288074640131178e-09,9.164180038190839533e-11,1.418696602746157250e-10
6.120498372476702897e-05,8.072932370184056339e-10,1.249761755012467365e-09,9.166031565333014156e-11,1.418983235620625996e-10
6.191441755977847869e-05,8.056899719710417463e-10,1.247279758078188767e-09,9.168403094938465759e-11,1.419350369502822326e-10
6.263207452198692193e-05,8.041152749150901725e-10,1.244841986936283058e-09,9.171298685062497005e-11,1.419798632615811238e-10
6.335804992658254750e-05,8.025690831021385249e-10,1.242448344446625843e-09,9.174722487437397422e-11,1.420328667684688187e-10
6.409244019356456464e-05,8.010513335945906619e-10,1.240098733176218060e-09,9.178678749215247036e-11,1.420941132206382404e-10
6.483534286054727050e-05,7.995619632306417929e-10,1.237793055344966973e-09,9.183171814755476944e-11,1.421636698726384476e-10
6.558685659571435525e-05,7.981009085889728584e-10,1.235531212771028154e-09,9.188206127458587846e-11,1.422416055122625430e-10
6.634708121092350460e-05,7.966681059531957225e-10,1.233313106815763427e-09,9.193786231647699019e-11,1.423279904896753654e-10
6.711611767496287204e-05,7.952634912760700636e-10,1.231138638328347072e-09,9.199916774499485126e-11,1.424228967473064005e-10
6.789406812696112826e-05,7.938870001435382846e-10,1.229007707590086846e-09,9.206602508026226338e-11,1.425263978505336068e-10
6.868103588995308007e-05,7.925385677386116353e-10,1.226920214258517744e-09,9.213848291110770868e-11,1.426385690191863565e-10
6.947712548460240371e-05,7.912181288051299817e-10,1.224876057311297849e-09,9.221659091596212919e-11,1.427594871598955645e-10
7.028244264308352554e-05,7.899256176114662579e-10,1.222875134990020438e-09,9.230039988432255765e-11,1.428892308993213524e-10
7.109709432312438478e-05,7.886609679141855272e-10,1.220917344743954534e-09,9.238996173880243914e-11,1.430278806182888282e-10
7.192118872221193494e-05,7.874241129217268933e-10,1.219002583173821642e-09,9.248532955778956854e-11,1.431755184868646285e-10
7.275483529196232206e-05,7.862149852581462093e-10,1.217130745975665761e-09,9.258655759873362876e-11,1.433322285004081116e-10
7.359814475265770482e-05,7.850335169269702498e-10,1.215301727884896676e-09,9.269370132208584461e-11,1.434980965166320481e-10
7.445122910795143767e-05,7.838796392752271752e-10,1.213515422620606234e-09,9.280681741591475331e-11,1.436732102937099781e-10
7.531420165974375832e-05,7.827532829576897892e-10,1.211771722830212998e-09,9.292596382122219645e-11,1.438576595294677447e-10
7.618717702322998534e-05,7.816543779014027244e-10,1.210070520034547798e-09,9.305119975798599001e-11,1.440515359016997342e-10
7.707027114212302839e-05,7.805828532705659379e-10,1.208411704573489559e-09,9.318258575195538050e-11,1.442549331096507167e-10
7.796360130405236585e-05,7.795386374318083247e-10,1.206795165552207454e-09,9.332018366222766976e-11,1.444679469167068193e-10
7.886728615614156353e-05,7.785216579199537105e-10,1.205220790788160750e-09,9.346405670963470130e-11,1.446906751943404517e-10
7.978144572076628584e-05,7.775318414043272005e-10,1.203688466758941767e-09,9.361426950596976211e-11,1.449232179673561041e-10
8.070620141149507638e-05,7.765691136556823273e-10,1.202198078551071327e-09,9.377088808408629409e-11,1.451656774604857668e-10
8.164167604921472403e-05,7.756333995138240643e-10,1.200749509809881536e-09,9.393397992890107579e-11,1.454181581463846377e-10
8.258799387844272151e-05,7.747246228560093888e-10,1.199342642690593426e-09,9.410361400933613778e-11,1.456807667950801862e-10
8.354528058382871408e-05,7.738427065662125592e-10,1.197977357810738357e-09,9.427986081123529070e-11,1.459536125249296327e-10
8.451366330684721500e-05,7.729875725053165245e-10,1.196653534204010847e-09,9.446279237129148090e-11,1.462368068551427634e-10
8.549327066268385105e-05,7.721591414823570239e-10,1.195371049275753022e-09,9.465248231202409681e-11,1.465304637599296132e-10
8.648423275731726594e-05,7.713573332268722138e-10,1.194129778760148020e-09,9.484900587784603405e-11,1.468346997243358804e-10
8.748668120479914808e-05,7.705820663624759018e-10,1.192929596679310326e-09,9.505243997226221435e-11,1.471496338018291216e-10
8.850074914473438851e-05,7.698332583817424820e-10,1.191770375304404354e-09,9.526286319624261051e-11,1.474753876737039679e-10
8.952657125996401179e-05,7.691108256224955958e-10,1.190651985118937892e-09,9.548035588781515596e-11,1.478120857103752263e-10
9.056428379445293972e-05,7.684146832456193223e-10,1.189574294784411154e-09,9.570500016292488682e-11,1.481598550346316312e-10
9.161402457138520365e-05,7.677447452144739957e-10,1.188537171108451717e-09,9.593687995760839175e-11,1.485188255869254688e-10
9.267593301146882789e-05,7.671009242760401058e-10,1.187540479015622277e-09,9.617608107153358786e-11,1.488891301927762424e-10
9.375015015145289155e-05,7.664831319438891314e-10,1.186584081521059031e-09,9.642269121295767208e-11,1.492709046323693649e-10
9.483681866285927585e-05,7.658912784830948346e-10,1.185667839707112504e-09,9.667680004515747974e-11,1.496642877124346896e-10
9.593608287093146887e-05,7.653252728971899674e-10,1.184791612703155659e-09,9.693849923438882199e-11,1.500694213404916579e-10
9.704808877380307014e-05,7.647850229172977383e-10,1.183955257668758009e-09,9.720788249943385487e-11,1.504864506015530849e-10
9.817298406188840773e-05,7.642704349935320294e-10,1.183158629780372561e-09,9.748504566279664444e-11,1.509155238373804875e-10
9.931091813749800526e-05,7.637814142887955061e-10,1.182401582221735758e-09,9.777008670361089256e-11,1.513567927283900096e-10
1.004620421346813112e-04,7.633178646750949413e-10,1.181683966178160977e-09,9.806310581232514437e-11,1.518104123783098083e-10
1.016265089392995232e-04,7.628796887324778747e-10,1.181005630834894911e-09,9.836420544723321612e-11,1.522765414016943407e-10
1.028044732093309733e-04,7.624667877507204745e-10,1.180366423379728570e-09,9.867349039292037325e-11,1.527553420144041972e-10
1.039960913954120295e-04,7.620790617338777552e-10,1.179766189010042791e-09,9.899106782069885200e-11,1.532469801271655797e-10
1.052015217616159118e-04,7.617164094078184684e-10,1.179204770944471900e-09,9.931704735110758440e-11,1.537516254423256431e-10
1.064209244064724582e-04,7.613787282308585103e-10,1.178682010439366254e-09,9.965154111855510944e-11,1.542694515539253234e-10
1.076544612842315928e-04,7.610659144076101994e-10,1.178197746810230911e-09,9.999466383818675999e-11,1.548006360512156663e-10
1.089022962263730567e-04,7.607778629061594060e-10,1.177751817458318443e-09,1.003465328750602523e-10,1.553453606257478601e-10
1.101645949633656949e-04,7.605144674786903699e-10,1.177344057902556669e-09,1.007072683157164804e-10,1.559038111821711839e-10
1.114415251466788068e-04,7.602756206856594339e-10,1.176974301816973814e-09,1.010769930422360658e-10,1.564761779528791809e-10
1.127332563710487184e-04,7.600612139236389767e-10,1.176642381073801448e-09,1.014558328088747976e-10,1.570626556166480113e-10
1.140399601970033122e-04,7.598711374569184008e-10,1.176348125792396218e-09,1.018439163213740849e-10,1.576634434214162154e-10
1.153618101736478507e-04,7.597052804529895605e-10,1.176091364394174987e-09,1.022413753190466636e-10,1.582787453113606451e-10
1.166989818617147353e-04,7.595635310219872505e-10,1.175871923663672130e-09,1.026483446597408028e-10,1.589087700584285727e-10
1.180516528568805612e-04,7.594457762601984922e-10,1.175689628815894785e-09,1.030649624077893006e-10,1.595537313984906633e-10
1.194200028133532475e-04,7.593519022977247845e-10,1.175544303570108610e-09,1.034913699250540101e-10,1.602138481722858307e-10
1.208042134677328878e-04,7.592817943503731079e-10,1.175435770230171073e-09,1.039277119651798135e-10,1.608893444713349664e-10
1.222044686631488684e-04,7.592353367758650182e-10,1.175363849771546311e-09,1.043741367711759811e-10,1.615804497890054971e-10
1.236209543736769146e-04,7.592124131344244217e-10,1.175328361935102032e-09,1.048307961764467968e-10,1.622873991769156773e-10
1.250538587290391272e-04,7.592129062538189930e-10,1.175329125327797247e-09,1.052978457093968570e-10,1.630104334068731076e-10
1.265033720395903835e-04,7.592366982989071431e-10,1.175365957530348925e-09,1.057754447017421128e-10,1.637497991385495702e-10
1.279696868215941666e-04,7.592836708457319986e-10,1.175438675211936926e-09,1.062637564006597285e-10,1.645057490930993630e-10
1.294529978227916035e-04,7.593537049602271204e-10,1.175547094252043359e-09,1.067629480849167175e-10,1.652785422329363564e-10
1.309535020482667609e-04,7.594466812815342709e-10,1.175691029869441264e-09,1.072731911851199016e-10,1.660684439478919979e-10
1.324713987866117508e-04,7.595624801099851353e-10,1.175870296758394454e-09,1.077946614082359589e-10,1.668757262479831621e-10
1.340068896363950598e-04,7.597009814997414144e-10,1.176084709232073466e-09,1.083275388665336813e-10,1.677006679630263944e-10
1.355601785329368979e-04,7.598620653561055932e-10,1.176334081373201902e-09,1.088720082111077275e-10,1.685435549493444003e-10
1.371314717753945468e-04,7.600456115374904927e-10,1.176618227191914337e-09,1.094282587701457917e-10,1.694046803038161154e-10
1.387209780541621008e-04,7.602514999620330286e-10,1.176936960790802423e-09,1.099964846921087985e-10,1.702843445855321842e-10
1.403289084785873094e-04,7.604796107188148485e-10,1.177290096537096673e-09,1.105768850939978315e-10,1.711828560453256117e-10
1.419554766050101563e-04,7.607298241836567608e-10,1.177677449241924770e-09,1.111696642148883939e-10,1.721005308634562447e-10
1.436008984651260766e-04,7.610020211394281222e-10,1.178098834346562240e-09,1.117750315749172103e-10,1.730376933957365018e-10
1.452653925946781202e-04,7.612960829008075944e-10,1.178554068115571478e-09,1.123932021399149891e-10,1.739946764283975853e-10
1.469491800624817218e-04,7.616118914434112079e-10,1.179042967836706070e-09,1.130243964918830860e-10,1.749718214420026183e-10
1.486524844997857086e-04,7.619493295372018086e-10,1.179565352027438973e-09,1.136688410055198699e-10,1.759694788847250184e-10
1.503755321299738291e-04,7.623082808840802129e-10,1.180121040647964835e-09,1.143267680310100217e-10,1.769880084553226164e-10
1.521185517986104894e-04,7.626886302595245851e-10,1.180709855320473370e-09,1.149984160832957116e-10,1.780277793961463552e-10
1.538817750038346259e-04,7.630902636581666770e-10,1.181331619554510997e-09,1.156840300380581484e-10,1.790891707965370843e-10
1.556654359271062154e-04,7.635130684431516950e-10,1.181986158978205529e-09,1.163838613346447854e-10,1.801725719069750307e-10
1.574697714643086743e-04,7.639569334991228734e-10,1.182673301575098947e-09,1.170981681861858873e-10,1.812783824643587519e-10
1.592950212572122977e-04,7.644217493886765860e-10,1.183392877926353529e-09,1.178272157971538755e-10,1.824070130288066113e-10
1.611414277253019891e-04,7.649074085120893723e-10,1.184144721458025091e-09,1.185712765886267618e-10,1.835588853323843117e-10
1.630092360979741085e-04,7.654138052701394448e-10,1.184928668693122080e-09,1.193306304315269731e-10,1.847344326401797534e-10
1.648986944471065013e-04,7.659408362298017195e-10,1.185744559508120283e-09,1.201055648881179591e-10,1.859341001241607530e-10
1.668100537200059119e-04,7.664884002926208429e-10,1.186592237393615706e-09,1.208963754620493369e-10,1.871583452502677571e-10
1.687435677727375780e-04,7.670563988655095128e-10,1.187471549718737822e-09,1.217033658572551170e-10,1.884076381792106883e-10
1.706994934038408014e-04,7.676447360337622994e-10,1.188382347998988793e-09,1.225268482460183828e-10,1.896824621814575745e-10
1.726780903884355897e-04,7.682533187360089972e-10,1.189324488167088250e-09,1.233671435465303749e-10,1.909833140669201615e-10
1.746796215127245720e-04,7.688820569408811724e-10,1.190297830846467534e-09,1.242245817102835388e-10,1.923107046298642759e-10
1.767043526088946592e-04,7.695308638250963935e-10,1.191302241626961552e-09,1.250995020196513781e-10,1.936651591095896880e-10
1.787525525904235457e-04,7.701996559527155083e-10,1.192337591342312568e-09,1.259922533960235727e-10,1.950472176674508251e-10
